service_id,date,exception_type
936,20180309,1
1911,20180214,1
1911,20180215,1
1911,20180216,1
1911,20180305,1
1911,20180306,1
1911,20180307,1
1911,20180308,1
1911,20180309,1
1909,20180305,2
1909,20180306,2
1909,20180307,2
1909,20180308,2
1909,20180309,2
1904,20180310,2
1898,20180305,2
1898,20180306,2
1898,20180307,2
1898,20180308,2
1898,20180309,2
1901,20180214,1
1901,20180215,1
1901,20180216,1
1901,20180305,1
1901,20180306,1
1901,20180307,1
1901,20180308,1
1901,20180309,1
1920,20180214,1
1920,20180215,1
1920,20180216,1
1920,20180305,1
1920,20180306,1
1920,20180307,1
1920,20180308,1
1920,20180309,1
2487,20180214,1
2487,20180215,1
2487,20180216,1
2487,20180305,1
2487,20180306,1
2487,20180307,1
2487,20180308,1
2487,20180309,1
2670,20180214,1
2670,20180215,1
2670,20180216,1
2670,20180217,1
2670,20180306,1
2670,20180307,1
2670,20180308,1
2670,20180309,1
2670,20180310,1
4015,20180214,1
4015,20180215,1
4015,20180216,1
4015,20180305,1
4015,20180306,1
4015,20180307,1
4015,20180308,1
4015,20180309,1
1451,20180214,1
1451,20180215,1
1451,20180305,1
1451,20180306,1
1451,20180307,1
1451,20180308,1
2640,20180214,1
2640,20180215,1
2640,20180216,1
2640,20180306,1
2640,20180307,1
2640,20180308,1
2640,20180309,1
1438,20180217,1
1438,20180310,1
1449,20180216,1
1449,20180309,1
4017,20180214,1
4017,20180215,1
4017,20180216,1
4017,20180305,1
4017,20180306,1
4017,20180307,1
4017,20180308,1
4017,20180309,1
4018,20180214,1
4018,20180215,1
4018,20180216,1
4018,20180217,1
4018,20180306,1
4018,20180307,1
4018,20180308,1
4018,20180309,1
4018,20180310,1
3994,20180214,1
3994,20180215,1
3994,20180216,1
3994,20180305,1
3994,20180306,1
3994,20180307,1
3994,20180308,1
3994,20180309,1
3995,20180214,1
3995,20180215,1
3995,20180305,1
3995,20180306,1
3995,20180307,1
3995,20180308,1
3990,20180311,1
3997,20180217,1
3997,20180310,1
3998,20180311,1
3998,20180218,1
3999,20180216,1
3999,20180309,1
3996,20180214,1
3996,20180215,1
3996,20180216,1
3996,20180217,1
3996,20180306,1
3996,20180307,1
3996,20180308,1
3996,20180309,1
3996,20180310,1
3988,20180311,1
4002,20180311,1
4006,20180214,1
4006,20180215,1
4006,20180216,1
4006,20180305,1
4006,20180306,1
4006,20180307,1
4006,20180308,1
4006,20180309,1
4007,20180214,1
4007,20180215,1
4007,20180305,1
4007,20180306,1
4007,20180307,1
4007,20180308,1
4009,20180217,1
4009,20180310,1
4012,20180216,1
4012,20180309,1
4011,20180311,1
4011,20180218,1
4008,20180214,1
4008,20180215,1
4008,20180216,1
4008,20180217,1
4008,20180306,1
4008,20180307,1
4008,20180308,1
4008,20180309,1
4008,20180310,1
7238,20180310,1
7230,20180214,1
7230,20180215,1
7230,20180216,1
7230,20180305,1
7230,20180306,1
7230,20180307,1
7230,20180308,1
7230,20180309,1
7240,20180214,1
7240,20180215,1
7240,20180216,1
7240,20180305,1
7240,20180306,1
7240,20180307,1
7240,20180308,1
7240,20180309,1
7241,20180214,1
7241,20180215,1
7241,20180216,1
7241,20180305,1
7241,20180306,1
7241,20180307,1
7241,20180308,1
7241,20180309,1
7249,20180310,1
1866,20180214,1
1866,20180215,1
1866,20180216,1
1866,20180305,1
1866,20180306,1
1866,20180307,1
1866,20180308,1
1866,20180309,1
1867,20180214,1
1867,20180215,1
1867,20180305,1
1867,20180306,1
1867,20180307,1
1867,20180308,1
1877,20180310,1
1877,20180217,1
1871,20180214,1
1871,20180215,1
1871,20180216,1
1871,20180305,1
1871,20180306,1
1871,20180307,1
1871,20180308,1
1871,20180309,1
1873,20180214,1
1873,20180215,1
1873,20180216,1
1873,20180305,1
1873,20180306,1
1873,20180307,1
1873,20180308,1
1873,20180309,1
811,20180214,1
811,20180215,1
811,20180305,1
811,20180306,1
811,20180307,1
811,20180308,1
812,20180214,1
812,20180215,1
812,20180216,1
812,20180306,1
812,20180307,1
812,20180308,1
812,20180309,1
1883,20180214,1
1883,20180215,1
1883,20180216,1
1883,20180305,1
1883,20180306,1
1883,20180307,1
1883,20180308,1
1883,20180309,1
1882,20180214,1
1882,20180215,1
1882,20180305,1
1882,20180306,1
1882,20180307,1
1882,20180308,1
1888,20180214,1
1888,20180215,1
1888,20180216,1
1888,20180305,1
1888,20180306,1
1888,20180307,1
1888,20180308,1
1888,20180309,1
1889,20180214,1
1889,20180215,1
1889,20180216,1
1889,20180217,1
1889,20180306,1
1889,20180307,1
1889,20180308,1
1889,20180309,1
1889,20180310,1
1886,20180216,1
1886,20180309,1
1815,20180311,1
1853,20180217,1
1853,20180310,1
1861,20180217,1
1861,20180310,1
3907,20180214,1
3907,20180215,1
3907,20180216,1
3907,20180305,1
3907,20180306,1
3907,20180307,1
3907,20180308,1
3907,20180309,1
3908,20180214,1
3908,20180215,1
3908,20180216,1
3908,20180217,1
3908,20180306,1
3908,20180307,1
3908,20180308,1
3908,20180309,1
3908,20180310,1
3911,20180214,1
3911,20180215,1
3911,20180216,1
3911,20180305,1
3911,20180306,1
3911,20180307,1
3911,20180308,1
3911,20180309,1
3915,20180310,1
3915,20180217,1
3912,20180214,1
3912,20180215,1
3912,20180216,1
3912,20180217,1
3912,20180306,1
3912,20180307,1
3912,20180308,1
3912,20180309,1
3912,20180310,1
3928,20180216,1
3930,20180216,1
3930,20180309,1
3929,20180216,1
3929,20180305,1
3929,20180306,1
3929,20180307,1
3929,20180308,1
3929,20180309,1
3931,20180217,1
3931,20180310,1
3925,20180214,1
3925,20180215,1
3925,20180305,1
3925,20180306,1
3925,20180307,1
3925,20180308,1
3925,20180309,1
3921,20180214,1
3921,20180215,1
3921,20180216,1
3921,20180305,1
3921,20180306,1
3921,20180307,1
3921,20180308,1
3921,20180309,1
3813,20180309,1
3922,20180214,1
3922,20180215,1
3922,20180305,1
3922,20180306,1
3922,20180307,1
3922,20180308,1
3926,20180214,1
3926,20180215,1
3926,20180216,1
3926,20180305,1
3926,20180306,1
3926,20180307,1
3926,20180308,1
3927,20180214,1
3927,20180215,1
3927,20180216,1
3927,20180217,1
3927,20180306,1
3927,20180307,1
3927,20180308,1
3927,20180309,1
3927,20180310,1
3923,20180214,1
3923,20180215,1
3923,20180309,1
3941,20180214,1
3941,20180215,1
3941,20180216,1
3941,20180305,1
3941,20180306,1
3941,20180307,1
3941,20180308,1
3941,20180309,1
3943,20180214,1
3943,20180215,1
3943,20180305,1
3943,20180306,1
3943,20180307,1
3943,20180308,1
3943,20180309,1
3942,20180214,1
3942,20180215,1
3942,20180305,1
3942,20180306,1
3942,20180307,1
3942,20180308,1
3946,20180216,1
3947,20180216,1
3947,20180305,1
3947,20180306,1
3947,20180307,1
3947,20180308,1
3947,20180309,1
3948,20180217,1
3948,20180310,1
3945,20180214,1
3945,20180215,1
3945,20180216,1
3945,20180217,1
3945,20180306,1
3945,20180307,1
3945,20180308,1
3945,20180309,1
3945,20180310,1
3814,20180216,1
6838,20180216,1
6838,20180309,1
6834,20180217,1
6834,20180310,1
7209,20180214,1
7209,20180215,1
7209,20180216,1
7209,20180305,1
7209,20180306,1
7209,20180307,1
7209,20180308,1
7209,20180309,1
7210,20180214,1
7210,20180215,1
7210,20180216,1
7210,20180305,1
7210,20180306,1
7210,20180307,1
7210,20180308,1
7210,20180309,1
7210,20180217,2
6836,20180214,1
6836,20180307,1
6842,20180215,1
6842,20180305,1
6842,20180306,1
6842,20180308,1
7211,20180214,1
7211,20180215,1
7211,20180305,1
7211,20180306,1
7211,20180307,1
7211,20180308,1
7216,20180216,1
7216,20180217,1
7216,20180309,1
7216,20180310,1
7217,20180310,1
7217,20180311,1
7217,20180217,1
7217,20180218,1
7212,20180214,1
7212,20180215,1
7212,20180216,1
7212,20180217,1
7212,20180305,1
7212,20180306,1
7212,20180307,1
7212,20180308,1
7212,20180309,1
7212,20180310,1
7214,20180214,1
7214,20180216,1
7214,20180307,1
7214,20180309,1
7213,20180306,1
7213,20180307,1
7213,20180308,1
7213,20180309,1
7213,20180310,1
7213,20180311,1
7213,20180214,1
7213,20180215,1
7213,20180216,1
7213,20180217,1
7213,20180218,1
7228,20180214,1
7228,20180215,1
7228,20180216,1
7228,20180305,1
7228,20180306,1
7228,20180307,1
7228,20180308,1
7228,20180309,1
7223,20180214,1
7223,20180215,1
7223,20180216,1
7223,20180305,1
7223,20180306,1
7223,20180307,1
7223,20180308,1
7223,20180309,1
7224,20180214,1
7224,20180215,1
7224,20180305,1
7224,20180306,1
7224,20180307,1
7224,20180308,1
7222,20180305,2
7222,20180306,2
7222,20180307,2
7222,20180308,2
7222,20180309,2
7222,20180310,2
7220,20180305,2
7220,20180306,2
7220,20180307,2
7220,20180308,2
6843,20180217,1
6843,20180310,1
6839,20180311,1
6839,20180218,1
3826,20180218,1
3830,20180217,1
3829,20180219,1
3824,20180310,1
4022,20180214,1
4022,20180215,1
4022,20180216,1
4022,20180305,1
4022,20180306,1
4022,20180307,1
4022,20180308,1
4022,20180309,1
4023,20180217,1
4023,20180310,1
3823,20180218,1
4026,20180217,1
4026,20180310,1
4025,20180214,1
4025,20180215,1
4025,20180216,1
4025,20180305,1
4025,20180306,1
4025,20180307,1
4025,20180308,1
4025,20180309,1
4166,20180217,1
4166,20180310,1
3843,20180217,1
4152,20180214,1
4152,20180215,1
4152,20180216,1
4152,20180305,1
4152,20180306,1
4152,20180307,1
4152,20180308,1
4152,20180309,1
4162,20180306,1
4155,20180305,2
4163,20180214,1
4163,20180215,1
4163,20180216,1
4163,20180306,1
4163,20180307,1
4163,20180308,1
4163,20180309,1
4164,20180214,1
4164,20180215,1
4164,20180216,1
4164,20180305,1
4164,20180306,1
4164,20180307,1
4164,20180308,1
4164,20180309,1
1441,20180305,1
4177,20180305,2
4183,20180214,1
4183,20180215,1
4183,20180216,1
4183,20180306,1
4183,20180307,1
4183,20180308,1
4183,20180309,1
4182,20180214,1
4182,20180215,1
4182,20180216,1
4182,20180305,1
4182,20180306,1
4182,20180307,1
4182,20180308,1
4182,20180309,1
4185,20180217,1
4185,20180310,1
4181,20180305,1
4193,20180214,1
4193,20180215,1
4193,20180216,1
4193,20180305,1
4193,20180306,1
4193,20180307,1
4193,20180308,1
4193,20180309,1
4195,20180214,1
4195,20180215,1
4195,20180216,1
4195,20180306,1
4195,20180307,1
4195,20180308,1
4195,20180309,1
4194,20180305,1
4134,20180214,1
4134,20180215,1
4134,20180216,1
4134,20180305,1
4134,20180306,1
4134,20180307,1
4134,20180308,1
4134,20180309,1
3842,20180214,1
3842,20180307,1
3840,20180215,1
3840,20180216,1
3840,20180305,1
3840,20180306,1
3840,20180308,1
3840,20180309,1
4143,20180214,1
4143,20180215,1
4143,20180216,1
4143,20180217,1
4143,20180305,1
4143,20180306,1
4143,20180307,1
4143,20180308,1
4143,20180309,1
4143,20180310,1
4142,20180214,1
4142,20180215,1
4142,20180216,1
4142,20180305,1
4142,20180306,1
4142,20180307,1
4142,20180308,1
4142,20180309,1
4144,20180214,1
4144,20180215,1
4144,20180216,1
4144,20180305,1
4144,20180306,1
4144,20180307,1
4144,20180308,1
4144,20180309,1
4140,20180214,1
4140,20180215,1
4140,20180216,1
4140,20180305,1
4140,20180306,1
4140,20180307,1
4140,20180308,1
4140,20180309,1
4139,20180214,1
4139,20180215,1
4139,20180216,1
4139,20180305,1
4139,20180306,1
4139,20180307,1
4139,20180308,1
4139,20180309,1
4147,20180214,1
4147,20180215,1
4147,20180216,1
4147,20180305,1
4147,20180306,1
4147,20180307,1
4147,20180308,1
4147,20180309,1
4148,20180217,1
4148,20180310,1
3820,20180311,1
2660,20180307,1
4201,20180217,1
2035,20180214,1
2036,20180215,1
4223,20180214,1
4223,20180215,1
4223,20180216,1
4223,20180305,1
4223,20180306,1
4223,20180307,1
4223,20180308,1
4223,20180309,1
4225,20180215,1
4225,20180216,1
4225,20180305,1
4225,20180306,1
4225,20180308,1
4225,20180309,1
4224,20180214,1
4224,20180215,1
4224,20180216,1
4224,20180305,1
4224,20180306,1
4224,20180307,1
4224,20180308,1
4224,20180309,1
4229,20180214,1
4229,20180215,1
4229,20180216,1
4229,20180305,1
4229,20180306,1
4229,20180307,1
4229,20180308,1
4229,20180309,1
4236,20180214,1
4236,20180215,1
4236,20180216,1
4236,20180305,1
4236,20180306,1
4236,20180307,1
4236,20180308,1
4236,20180309,1
2723,20180214,1
2723,20180215,1
2723,20180216,1
2723,20180305,1
2723,20180306,1
2723,20180307,1
2723,20180308,1
2723,20180309,1
2726,20180214,1
2726,20180215,1
2726,20180216,1
2726,20180217,1
2726,20180306,1
2726,20180307,1
2726,20180308,1
2726,20180309,1
2726,20180310,1
2720,20180214,1
2720,20180215,1
2720,20180216,1
2720,20180305,1
2720,20180306,1
2720,20180307,1
2720,20180308,1
2720,20180309,1
2673,20180214,1
2673,20180215,1
2673,20180305,1
2673,20180306,1
2673,20180307,1
2673,20180308,1
2729,20180214,1
2729,20180215,1
2729,20180216,1
2729,20180305,1
2729,20180306,1
2729,20180307,1
2729,20180308,1
2729,20180309,1
4112,20180214,1
4112,20180215,1
4112,20180216,1
4112,20180305,1
4112,20180306,1
4112,20180307,1
4112,20180308,1
4112,20180309,1
3841,20180214,1
3841,20180307,1
4116,20180214,1
4116,20180307,1
4117,20180215,2
4117,20180216,2
4117,20180305,2
4117,20180306,2
4120,20180307,2
4114,20180307,2
4113,20180215,1
4113,20180216,1
4113,20180305,1
4113,20180306,1
4113,20180308,1
4113,20180309,1
4115,20180214,1
4115,20180215,1
4115,20180216,1
4115,20180217,1
4115,20180306,1
4115,20180307,1
4115,20180308,1
4115,20180309,1
4115,20180310,1
4125,20180307,2
4124,20180215,1
4124,20180216,1
4124,20180305,1
4124,20180306,1
4124,20180308,1
4124,20180309,1
4126,20180214,1
4126,20180307,1
4123,20180214,1
4123,20180215,1
4123,20180216,1
4123,20180305,1
4123,20180306,1
4123,20180307,1
4123,20180308,1
4123,20180309,1
4131,20180214,1
4131,20180215,1
4131,20180216,1
4131,20180305,1
4131,20180306,1
4131,20180307,1
4131,20180308,1
4131,20180309,1
4129,20180215,2
4129,20180216,2
4129,20180305,2
4129,20180306,2
4130,20180307,2
4132,20180214,1
4132,20180215,1
4132,20180216,1
4132,20180217,1
4132,20180306,1
4132,20180307,1
4132,20180308,1
4132,20180309,1
4132,20180310,1
3831,20180214,1
3831,20180215,1
3831,20180305,1
3831,20180306,1
3831,20180307,1
3831,20180308,1
4031,20180214,1
4031,20180215,1
4031,20180305,1
4031,20180306,1
4031,20180307,1
4031,20180308,1
4029,20180214,1
4029,20180215,1
4029,20180216,1
4029,20180305,1
4029,20180306,1
4029,20180307,1
4029,20180308,1
4029,20180309,1
4044,20180216,1
4044,20180309,1
4044,20180310,1
4041,20180216,2
4036,20180309,2
4037,20180309,2
4037,20180310,2
4039,20180305,1
4039,20180306,1
4039,20180307,1
4039,20180308,1
4039,20180214,1
4039,20180215,1
7662,20180310,1
4060,20180215,1
4060,20180216,1
4060,20180305,1
4060,20180306,1
4060,20180308,1
4060,20180309,1
4061,20180214,1
4061,20180215,1
4061,20180216,1
4061,20180305,1
4061,20180306,1
4061,20180307,1
4061,20180308,1
4061,20180309,1
3833,20180214,1
3833,20180307,1
4066,20180214,1
4066,20180215,1
4066,20180216,1
4066,20180305,1
4066,20180306,1
4066,20180307,1
4066,20180308,1
4066,20180309,1
4064,20180214,1
4064,20180215,1
4064,20180216,1
4064,20180305,1
4064,20180306,1
4064,20180307,1
4064,20180308,1
4064,20180309,1
3832,20180217,1
3832,20180310,1
3834,20180215,1
3834,20180216,1
3834,20180305,1
3834,20180306,1
3834,20180308,1
3834,20180309,1
4051,20180214,1
4051,20180215,1
4051,20180216,1
4051,20180305,1
4051,20180306,1
4051,20180307,1
4051,20180308,1
4051,20180309,1
4052,20180215,1
4052,20180216,1
4052,20180305,1
4052,20180306,1
4052,20180308,1
4052,20180309,1
4046,20180311,1
4047,20180214,1
4047,20180215,1
4047,20180216,1
4047,20180305,1
4047,20180306,1
4047,20180307,1
4047,20180308,1
4047,20180309,1
4049,20180214,1
4049,20180307,1
4058,20180214,1
4058,20180215,1
4058,20180216,1
4058,20180305,1
4058,20180306,1
4058,20180307,1
4058,20180308,1
4058,20180309,1
4059,20180215,1
4059,20180216,1
4059,20180305,1
4059,20180306,1
4059,20180308,1
4059,20180309,1
4054,20180311,1
4067,20180214,1
4067,20180215,1
4067,20180216,1
4067,20180305,1
4067,20180306,1
4067,20180307,1
4067,20180308,1
4067,20180309,1
4065,20180215,1
4065,20180216,1
4065,20180305,1
4065,20180306,1
4065,20180308,1
4065,20180309,1
4063,20180214,1
4063,20180215,1
4063,20180216,1
4063,20180305,1
4063,20180306,1
4063,20180307,1
4063,20180308,1
4063,20180309,1
4062,20180215,1
4062,20180216,1
4062,20180305,1
4062,20180306,1
4062,20180308,1
4062,20180309,1
4106,20180214,1
4106,20180215,1
4106,20180216,1
4106,20180305,1
4106,20180306,1
4106,20180307,1
4106,20180308,1
4106,20180309,1
4084,20180214,1
4084,20180215,1
4084,20180216,1
4084,20180305,1
4084,20180306,1
4084,20180307,1
4084,20180308,1
4084,20180309,1
4088,20180217,1
4088,20180310,1
4087,20180214,1
4087,20180215,1
4087,20180216,1
4087,20180217,1
4087,20180306,1
4087,20180307,1
4087,20180308,1
4087,20180309,1
4087,20180310,1
4085,20180214,1
4085,20180215,1
4085,20180305,1
4085,20180306,1
4085,20180307,1
4085,20180308,1
4086,20180214,1
4086,20180215,1
4086,20180216,1
4086,20180306,1
4086,20180307,1
4086,20180308,1
4086,20180309,1
4091,20180217,1
4091,20180310,1
4090,20180216,1
4090,20180309,1
4089,20180311,1
4089,20180218,1
4096,20180214,1
4096,20180215,1
4096,20180216,1
4096,20180305,1
4096,20180306,1
4096,20180307,1
4096,20180308,1
4096,20180309,1
4099,20180217,1
4099,20180310,1
4097,20180214,1
4097,20180215,1
4097,20180305,1
4097,20180306,1
4097,20180307,1
4097,20180308,1
4098,20180214,1
4098,20180215,1
4098,20180216,1
4098,20180306,1
4098,20180307,1
4098,20180308,1
4098,20180309,1
4100,20180311,1
4100,20180218,1
4101,20180216,1
4101,20180309,1
4102,20180217,1
4102,20180310,1
4069,20180214,1
4069,20180215,1
4069,20180216,1
4069,20180305,1
4069,20180306,1
4069,20180307,1
4069,20180308,1
4069,20180309,1
4072,20180217,1
4072,20180310,1
4080,20180217,1
4080,20180310,1
4077,20180214,1
4077,20180215,1
4077,20180216,1
4077,20180305,1
4077,20180306,1
4077,20180307,1
4077,20180308,1
4077,20180309,1
952,20180214,1
952,20180215,1
952,20180216,1
952,20180305,1
952,20180306,1
952,20180307,1
952,20180308,1
952,20180309,1
955,20180310,1
961,20180214,1
961,20180215,1
961,20180216,1
961,20180305,1
961,20180306,1
961,20180307,1
961,20180308,1
961,20180309,1
918,20180215,1
918,20180305,1
918,20180306,1
918,20180308,1
3620,20180214,1
3620,20180215,1
3620,20180216,1
3620,20180305,1
3620,20180306,1
3620,20180307,1
3620,20180308,1
3620,20180309,1
3619,20180215,1
3619,20180216,1
3619,20180305,1
3619,20180306,1
3619,20180308,1
3619,20180309,1
3606,20180305,2
3606,20180306,2
3606,20180308,2
3608,20180214,1
3608,20180215,1
3608,20180216,1
3608,20180305,1
3608,20180306,1
3608,20180307,1
3608,20180308,1
3608,20180309,1
3610,20180214,1
3610,20180215,1
3610,20180216,1
3610,20180305,1
3610,20180306,1
3610,20180307,1
3610,20180308,1
3610,20180309,1
3609,20180215,1
3609,20180216,1
3609,20180305,1
3609,20180306,1
3609,20180308,1
3609,20180309,1
3629,20180214,1
3629,20180215,1
3629,20180216,1
3629,20180305,1
3629,20180306,1
3629,20180307,1
3629,20180308,1
3629,20180309,1
3627,20180215,1
3627,20180216,1
3627,20180305,1
3627,20180306,1
3627,20180308,1
3627,20180309,1
3628,20180215,1
3628,20180305,1
3628,20180306,1
3628,20180308,1
915,20180217,1
915,20180310,1
914,20180214,1
914,20180216,1
914,20180306,1
914,20180307,1
914,20180309,1
968,20180214,1
968,20180215,1
968,20180216,1
968,20180305,1
968,20180306,1
968,20180307,1
968,20180308,1
968,20180309,1
921,20180214,1
921,20180215,1
921,20180216,1
921,20180305,1
921,20180306,1
921,20180307,1
921,20180308,1
921,20180309,1
970,20180214,1
970,20180215,1
970,20180216,1
970,20180305,1
970,20180306,1
970,20180307,1
970,20180308,1
970,20180309,1
3649,20180214,1
3649,20180215,1
3649,20180216,1
3649,20180305,1
3649,20180306,1
3649,20180307,1
3649,20180308,1
3649,20180309,1
3661,20180215,1
3661,20180216,1
3661,20180305,1
3661,20180306,1
3661,20180308,1
3661,20180309,1
3676,20180214,1
3676,20180215,1
3676,20180216,1
3676,20180305,1
3676,20180306,1
3676,20180307,1
3676,20180308,1
3676,20180309,1
3671,20180214,1
3671,20180215,1
3671,20180216,1
3671,20180305,1
3671,20180306,1
3671,20180307,1
3671,20180308,1
3671,20180309,1
3672,20180214,1
3672,20180215,1
3672,20180305,1
3672,20180306,1
3672,20180307,1
3672,20180308,1
3666,20180305,1
3666,20180306,1
3666,20180307,1
3666,20180308,1
3666,20180309,1
3666,20180214,1
3666,20180215,1
3666,20180216,1
3664,20180310,1
3680,20180214,1
3680,20180215,1
3680,20180216,1
3680,20180305,1
3680,20180306,1
3680,20180307,1
3680,20180308,1
3680,20180309,1
3660,20180214,1
3660,20180215,1
3660,20180216,1
3660,20180305,1
3660,20180306,1
3660,20180307,1
3660,20180308,1
3660,20180309,1
3679,20180214,1
3679,20180215,1
3679,20180216,1
3679,20180305,1
3679,20180306,1
3679,20180307,1
3679,20180308,1
3679,20180309,1
3656,20180214,1
3656,20180215,1
3656,20180216,1
3656,20180305,1
3656,20180306,1
3656,20180307,1
3656,20180308,1
3656,20180309,1
3657,20180215,1
3657,20180216,1
3657,20180305,1
3657,20180306,1
3657,20180308,1
3657,20180309,1
3662,20180214,1
3662,20180215,1
3662,20180216,1
3662,20180305,1
3662,20180306,1
3662,20180307,1
3662,20180308,1
3662,20180309,1
3663,20180215,1
3663,20180216,1
3663,20180305,1
3663,20180306,1
3663,20180308,1
3663,20180309,1
3681,20180214,1
3681,20180215,1
3681,20180216,1
3681,20180305,1
3681,20180306,1
3681,20180307,1
3681,20180308,1
3681,20180309,1
3635,20180310,1
3293,20180214,1
3293,20180215,1
3293,20180216,1
3293,20180305,1
3293,20180306,1
3293,20180307,1
3293,20180308,1
3293,20180309,1
3591,20180305,2
3591,20180306,2
3591,20180307,2
3591,20180308,2
3591,20180309,2
3589,20180305,1
3589,20180306,1
3589,20180307,1
3589,20180308,1
3589,20180309,1
3589,20180214,1
3589,20180215,1
3589,20180216,1
3595,20180214,1
3595,20180215,1
3595,20180216,1
3595,20180305,1
3595,20180306,1
3595,20180307,1
3595,20180308,1
3595,20180309,1
3600,20180214,1
3600,20180215,1
3600,20180216,1
3600,20180305,1
3600,20180306,1
3600,20180307,1
3600,20180308,1
3600,20180309,1
7152,20180310,1
7149,20180214,1
7149,20180215,1
7149,20180216,1
7149,20180305,1
7149,20180306,1
7149,20180307,1
7149,20180308,1
7149,20180309,1
7153,20180214,1
7153,20180215,1
7153,20180216,1
7153,20180305,1
7153,20180306,1
7153,20180307,1
7153,20180308,1
7153,20180309,1
7155,20180310,1
7154,20180305,2
7154,20180306,2
7154,20180307,2
7154,20180308,2
7154,20180309,2
2153,20180214,1
2153,20180215,1
2153,20180216,1
2153,20180305,1
2153,20180306,1
2153,20180307,1
2153,20180308,1
2153,20180309,1
2175,20180214,1
2175,20180215,1
2175,20180216,1
2175,20180305,1
2175,20180306,1
2175,20180307,1
2175,20180308,1
2175,20180309,1
2163,20180214,1
2163,20180215,1
2163,20180216,1
2163,20180305,1
2163,20180306,1
2163,20180307,1
2163,20180308,1
2163,20180309,1
2164,20180215,1
2164,20180216,1
2164,20180305,1
2164,20180306,1
2164,20180308,1
2164,20180309,1
2183,20180215,1
2183,20180216,1
2183,20180305,1
2183,20180306,1
2183,20180308,1
2183,20180309,1
2185,20180214,1
2185,20180215,1
2185,20180216,1
2185,20180305,1
2185,20180306,1
2185,20180307,1
2185,20180308,1
2185,20180309,1
3291,20180214,1
3291,20180215,1
3291,20180305,1
3291,20180306,1
3291,20180307,1
3291,20180308,1
3290,20180216,1
3290,20180309,1
3575,20180216,1
3575,20180309,1
3574,20180311,1
3574,20180218,1
3573,20180217,1
3573,20180310,1
3570,20180214,1
3570,20180215,1
3570,20180216,1
3570,20180305,1
3570,20180306,1
3570,20180307,1
3570,20180308,1
3570,20180309,1
3571,20180214,1
3571,20180215,1
3571,20180305,1
3571,20180306,1
3571,20180307,1
3571,20180308,1
3568,20180311,1
3572,20180214,1
3572,20180215,1
3572,20180216,1
3572,20180217,1
3572,20180306,1
3572,20180307,1
3572,20180308,1
3572,20180309,1
3572,20180310,1
3288,20180311,1
3580,20180214,1
3580,20180215,1
3580,20180216,1
3580,20180305,1
3580,20180306,1
3580,20180307,1
3580,20180308,1
3580,20180309,1
3581,20180214,1
3581,20180215,1
3581,20180305,1
3581,20180306,1
3581,20180307,1
3581,20180308,1
3582,20180214,1
3582,20180215,1
3582,20180216,1
3582,20180217,1
3582,20180306,1
3582,20180307,1
3582,20180308,1
3582,20180309,1
3582,20180310,1
3578,20180311,1
3583,20180217,1
3583,20180310,1
3584,20180311,1
3584,20180218,1
3585,20180216,1
3585,20180309,1
1833,20180214,1
1833,20180215,1
1833,20180216,1
1833,20180305,1
1833,20180306,1
1833,20180307,1
1833,20180308,1
1833,20180309,1
1836,20180305,2
1836,20180306,2
1836,20180307,2
1836,20180308,2
1836,20180309,2
1838,20180310,1
1838,20180217,1
919,20180214,1
919,20180215,1
919,20180216,1
919,20180306,1
919,20180307,1
919,20180308,1
919,20180309,1
1834,20180214,1
1834,20180215,1
1834,20180216,1
1834,20180305,1
1834,20180306,1
1834,20180307,1
1834,20180308,1
1834,20180309,1
1835,20180306,1
1835,20180307,1
1835,20180308,1
1835,20180309,1
1835,20180310,1
1835,20180214,1
1835,20180215,1
1835,20180216,1
1835,20180217,1
1829,20180305,2
1829,20180306,2
1829,20180307,2
1829,20180308,2
1829,20180309,2
1843,20180214,1
1843,20180215,1
1843,20180216,1
1843,20180305,1
1843,20180306,1
1843,20180307,1
1843,20180308,1
1843,20180309,1
3685,20180214,1
3685,20180215,1
3685,20180216,1
3685,20180305,1
3685,20180306,1
3685,20180307,1
3685,20180308,1
3685,20180309,1
3689,20180214,1
3689,20180215,1
3689,20180216,1
3689,20180305,1
3689,20180306,1
3689,20180307,1
3689,20180308,1
3689,20180309,1
3693,20180305,2
3693,20180306,2
3693,20180307,2
3693,20180308,2
3693,20180309,2
3691,20180214,1
3691,20180215,1
3691,20180216,1
3691,20180305,1
3691,20180306,1
3691,20180307,1
3691,20180308,1
3691,20180309,1
3688,20180305,2
3688,20180306,2
3688,20180307,2
3688,20180308,2
3688,20180309,2
579,20180214,1
579,20180215,1
579,20180216,1
579,20180305,1
579,20180306,1
579,20180307,1
579,20180308,1
579,20180309,1
580,20180306,1
580,20180307,1
580,20180308,1
580,20180309,1
580,20180310,1
580,20180214,1
580,20180215,1
580,20180216,1
580,20180217,1
576,20180214,1
576,20180215,1
576,20180216,1
576,20180305,1
576,20180306,1
576,20180307,1
576,20180308,1
576,20180309,1
590,20180214,1
590,20180215,1
590,20180216,1
590,20180305,1
590,20180306,1
590,20180307,1
590,20180308,1
590,20180309,1
582,20180305,1
582,20180306,1
582,20180307,1
582,20180308,1
582,20180309,1
582,20180214,1
582,20180215,1
582,20180216,1
584,20180214,1
584,20180215,1
584,20180216,1
584,20180305,1
584,20180306,1
584,20180307,1
584,20180308,1
584,20180309,1
3752,20180214,1
