stop_id,name,code,destination,osm:ref:FR:STIF,osm:ref:FR:STIF:ExternalCode_Line
StopPoint:Node:974091281,Auber,95,Porte de Vanves,9118,100100095:95
StopPoint:Node:974091494,Pyramides,95,Porte de Vanves,27211,100100095:95
StopPoint:Node:973872837,Palais Royal - Comédie Française,95,Porte de Vanves,27071,100100095:95
StopPoint:Node:973872840,Musée du Louvre,95,Porte de Vanves,28264,100100095:95
StopPoint:Node:973577560,Rennes - Saint-Placide,95,Porte de Vanves,37140,100100095:95
StopPoint:Node:260017423,Rennes - Littré,95,Porte de Vanves,22640,100100095:95
StopPoint:Node:2876905478,Place du 18 Juin 1940 - Rue de l'Arrivée,95,Porte de Vanves,22645,100100095:95
StopPoint:Node:968070128,Armorique–Musée Postal,95,Porte de Vanves,39458,100100095:95
StopPoint:Node:973666575,Procession,95,Porte de Vanves,36917,100100095:95
StopPoint:Node:973666603,Alleray,95,Porte de Vanves,36918,100100095:95
StopPoint:Node:973666617,Brancion - Vouillé,95,Porte de Vanves,27492,100100095:95
StopPoint:Node:2042461973,Pont de la Vallée,95,Porte de Vanves,8177,100100095:95
StopPoint:Node:831025086,Concorde,94,Gare Montparnasse,10298,100100094:94
StopPoint:Node:1529758423,Solférino - Bellechasse,94,Gare Montparnasse,28570,100100094:94
StopPoint:Node:1531182749,Varenne - Raspail,94,Gare Montparnasse,28424,100100094:94
StopPoint:Node:786143398,Sèvres - Babylone,94,Gare Montparnasse,39490,100100094:94
StopPoint:Node:973577564,Rennes - Raspail,94,Gare Montparnasse,26366,100100094:94
StopPoint:Node:973577560,Rennes - Saint-Placide,94,Gare Montparnasse,37140,100100094:94
StopPoint:Node:260017423,Rennes - Littré,94,Gare Montparnasse,22640,100100094:94
StopPoint:Node:3527149990,Gare Montparnasse,94,Gare Montparnasse,39457,100100094:94
StopPoint:Node:2574759536,Rennes - Littré,94,Levallois - Louison Bobet,22639,100100094:94
StopPoint:Node:973577567,Rennes - Saint-Placide,94,Levallois - Louison Bobet,37140,100100094:94
StopPoint:Node:1625841492,Rennes - Raspail,94,Levallois - Louison Bobet,22715,100100094:94
StopPoint:Node:3247829816,Rue du Cherche-Midi,94,Levallois - Louison Bobet,20125,100100094:94
StopPoint:Node:993959777,Sèvres - Babylone,94,Levallois - Louison Bobet,22716,100100094:94
StopPoint:Node:1531182741,Varenne - Raspail,94,Levallois - Louison Bobet,22714,100100094:94
StopPoint:Node:1529758429,Solférino - Bellechasse,94,Levallois - Louison Bobet,34161,100100094:94
StopPoint:Node:2042462209,Lille - Université,94,Levallois - Louison Bobet,29816,100100094:94
StopPoint:Node:2042462211,Assemblée Nationale,94,Levallois - Louison Bobet,36305,100100094:94
StopPoint:Node:3527149990,Gare Montparnasse,94,Levallois - Louison Bobet,39457,100100094:94
StopPoint:Node:2574759536,Rennes - Littré,96,Porte des Lilas,22639,100100096:96
StopPoint:Node:968108705,Gare Montparnasse,96,Porte des Lilas,37568,100100096:96
StopPoint:Node:973577567,Rennes - Saint-Placide,96,Porte des Lilas,37140,100100096:96
StopPoint:Node:973577566,Rennes - D'Assas,96,Porte des Lilas,22642,100100096:96
StopPoint:Node:973577562,Michel Debré,96,Porte des Lilas,20123,100100096:96
StopPoint:Node:973577561,Bonaparte - Saint-Germain,96,Porte des Lilas,28529,100100096:96
StopPoint:Node:2078035939,Seine - Buci,96,Porte des Lilas,28423,100100096:96
StopPoint:Node:2069841120,Seine - Buci,96,Porte des Lilas,28423,100100096:96
StopPoint:Node:1692424983,Saint-Germain - Odéon,96,Porte des Lilas,37582,100100096:96
StopPoint:Node:831428180,Saint-Michel - Saint-Germain,96,Porte des Lilas,36484,100100096:96
StopPoint:Node:827320004,Cité - Palais de Justice,96,Porte des Lilas,36492;22644,100100096:96
StopPoint:Node:2079093343,Châtelet,96,Porte des Lilas,422537,100100096:96
StopPoint:Node:2079103342,Hôtel de Ville,96,Porte des Lilas,422525,100100096:96
StopPoint:Node:4866915421,Rue de Jouy,96,Porte des Lilas,37546,100100096:96
StopPoint:Node:2880767499,Saint-Paul,96,Porte des Lilas,26175,100100096:96
StopPoint:Node:2655920228,Pyrénées - Ménilmontant,96,Porte des Lilas,37527,100100096:96
StopPoint:Node:2042462285,Piscine des Tourelles,96,Porte des Lilas,20004,100100096:96
StopPoint:Node:2206747216,Porte des Lilas - Métro,96,Porte des Lilas,26369,100100096:96
StopPoint:Node:1990726633,Porte des Lilas,96,Gare Montparnasse,26370,100100096:96
StopPoint:Node:2206746846,Piscine des Tourelles,96,Gare Montparnasse,26367,100100096:96
StopPoint:Node:2042462252,Saint-Fargeau,96,Gare Montparnasse,26368,100100096:96
StopPoint:Node:2655920235,Pyrénées - Ménilmontant,96,Gare Montparnasse,37528,100100096:96
StopPoint:Node:2393618848,Saint-Paul,96,Gare Montparnasse,424219,100100096:96
StopPoint:Node:699193856,Rue Vieille du Temple - Mairie du 4ème,96,Gare Montparnasse,36948,100100096:96
StopPoint:Node:2073394402,Hôtel de Ville,96,Gare Montparnasse,28016,100100096:96
StopPoint:Node:2073394390,Châtelet,96,Gare Montparnasse,39821,100100096:96
StopPoint:Node:827320004,Cité - Palais de Justice,96,Gare Montparnasse,36492;22644,100100096:96
StopPoint:Node:1692424974,Saint-Germain - Odéon,96,Gare Montparnasse,37591,100100096:96
StopPoint:Node:973577560,Rennes - Saint-Placide,96,Gare Montparnasse,37140,100100096:96
StopPoint:Node:260017423,Rennes - Littré,96,Gare Montparnasse,22640,100100096:96
StopPoint:Node:968108705,Gare Montparnasse,96,Gare Montparnasse,37568,100100096:96
StopPoint:Node:5087128263,Porte de Champerret,92,Gare Montparnasse,8050,100100092:92
StopPoint:Node:605202467,Porte de Courcelles,92,Gare Montparnasse,24610,100100092:92
StopPoint:Node:2075968968,Pereire – Le Châtelier,92,Gare Montparnasse,40519,100100092:92
StopPoint:Node:2042462334,Pereire – Maréchal Juin,92,Gare Montparnasse,29156,100100092:92
StopPoint:Node:2042462322,Pierre Demours,92,Gare Montparnasse,9112,100100092:92
StopPoint:Node:1549570012,Ternes - Mac Mahon,92,Gare Montparnasse,29154,100100092:92
StopPoint:Node:5087798657,Charles de Gaulle - Étoile - Mac Mahon,92,Gare Montparnasse,39329,100100092:92
StopPoint:Node:833393599,Charles de Gaulle - Étoile - Marceau,92,Gare Montparnasse,37389,100100092:92
StopPoint:Node:5090905974,Bassano,92,Gare Montparnasse,37391,100100092:92
StopPoint:Node:2042462236,Marceau - Pierre 1er de Serbie - Place de Beyrouth,92,Gare Montparnasse,37394,100100092:92
StopPoint:Node:3930433724,Alma – Marceau,92,Gare Montparnasse,25319,100100092:92
StopPoint:Node:5091119318,Bosquet - Rapp,92,Gare Montparnasse,37352,100100092:92
StopPoint:Node:582742868,Bosquet – Saint-Dominique,92,Gare Montparnasse,22766,100100092:92
StopPoint:Node:582742784,Bosquet - Grenelle,92,Gare Montparnasse,22765,100100092:92
StopPoint:Node:2042462151,École Militaire,92,Gare Montparnasse,36302,100100092:92
StopPoint:Node:5091362705,Vauban - Hôtel des Invalides,92,Gare Montparnasse,36304,100100092:92
StopPoint:Node:1264875564,Saint-François-Xavier,92,Gare Montparnasse,39328,100100092:92
StopPoint:Node:831294994,Duroc,92,Gare Montparnasse,26786,100100092:92
StopPoint:Node:831294979,Maine - Vaugirard,92,Gare Montparnasse,26787,100100092:92
StopPoint:Node:831294976,Place du 18 Juin 1940 - Rue de l'Arrivée,92,Gare Montparnasse,26757,100100092:92
StopPoint:Node:2876905478,Place du 18 Juin 1940 - Rue de l'Arrivée,92,Gare Montparnasse,22645,100100092:92
StopPoint:Node:968151943,Gare Montparnasse,92,Gare Montparnasse,37390,100100092:92
StopPoint:Node:968151943,Gare Montparnasse,92,Porte de Champerret,37390,100100092:92
StopPoint:Node:3897072057,Place du 18 Juin 1940,92,Porte de Champerret,37381,100100092:92
StopPoint:Node:827520679,Maine - Vaugirard,92,Porte de Champerret,26783,100100092:92
StopPoint:Node:802783932,Duroc,92,Porte de Champerret,36741,100100092:92
StopPoint:Node:2042462099,Oudinot,92,Porte de Champerret,36743,100100092:92
StopPoint:Node:993959785,Saint-François-Xavier,92,Porte de Champerret,23497,100100092:92
StopPoint:Node:5093998836,Vauban - Hôtel des Invalides,92,Porte de Champerret,37379,100100092:92
StopPoint:Node:827520650,École Militaire,92,Porte de Champerret,22971,100100092:92
StopPoint:Node:1179777386,Bosquet - Grenelle,92,Porte de Champerret,26313,100100092:92
StopPoint:Node:3934037119,Bosquet – Saint-Dominique,92,Porte de Champerret,26314,100100092:92
StopPoint:Node:2697524466,Bosquet - Rapp,92,Porte de Champerret,26177,100100092:92
StopPoint:Node:833088712,Alma – Marceau,92,Porte de Champerret,26789,100100092:92
StopPoint:Node:833088718,Marceau - Pierre 1er de Serbie - Place de Beyrouth,92,Porte de Champerret,37392,100100092:92
StopPoint:Node:5093998833,Bassano,92,Porte de Champerret,37393,100100092:92
StopPoint:Node:911471357,Charles de Gaulle - Étoile - Marceau,92,Porte de Champerret,41773,100100092:92
StopPoint:Node:5095712345,Charles de Gaulle - Étoile - Mac Mahon,92,Porte de Champerret,39330,100100092:92
StopPoint:Node:1549569954,Ternes - Mac Mahon,92,Porte de Champerret,29153,100100092:92
StopPoint:Node:2042462335,Pereire – Maréchal Juin,92,Porte de Champerret,36744,100100092:92
StopPoint:Node:2042462346,Pereire,92,Porte de Champerret,9113,100100092:92
StopPoint:Node:5087128263,Porte de Champerret,92,Porte de Champerret,8050,100100092:92
StopPoint:Node:987588161,Gare de Vanves-Malakoff,89,Porte de France,40058,100100089:89
StopPoint:Node:987588099,Carrefour de l'Insurrection,89,Porte de France,28714,100100089:89
StopPoint:Node:987588092,Square de l'Insurrection,89,Porte de France,15195,100100089:89
StopPoint:Node:987588165,Avenue Marcel Martinie,89,Porte de France,40057,100100089:89
StopPoint:Node:987588130,Carrefour Albert Legris,89,Porte de France,40056,100100089:89
StopPoint:Node:987588073,Théâtre de la Plaine - Guillaumat,89,Porte de France,22329,100100089:89
StopPoint:Node:987588158,Georges Brassens,89,Porte de France,15193,100100089:89
StopPoint:Node:987588126,Morillons - Dantzig,89,Porte de France,23326,100100089:89
StopPoint:Node:987588131,Place Charles Vallin,89,Porte de France,23328,100100089:89
StopPoint:Node:616255372,Brancion - Vouillé,89,Porte de France,23327,100100089:89
StopPoint:Node:973721596,Alleray,89,Porte de France,23325,100100089:89
StopPoint:Node:260016759,Cambronne - Vaugirard,89,Porte de France,22326,100100089:89
StopPoint:Node:260016791,Volontaires - Vaugirard,89,Porte de France,37562,100100089:89
StopPoint:Node:260016819,Pasteur–Lycée Buffon,89,Porte de France,28676,100100089:89
StopPoint:Node:987505307,Maine − Vaugirard,89,Porte de France,28707,100100089:89
StopPoint:Node:831294976,Place du 18 Juin 1940 - Rue de l'Arrivée,89,Porte de France,26757,100100089:89
StopPoint:Node:2574759536,Rennes - Littré,89,Porte de France,22639,100100089:89
StopPoint:Node:987505315,Rennes - Raspail,89,Porte de France,28713,100100089:89
StopPoint:Node:987505308,Musée du Luxembourg,89,Porte de France,27131,100100089:89
StopPoint:Node:783007660,Luxembourg,89,Porte de France,36689,100100089:89
StopPoint:Node:987048850,Mairie du Ve - Panthéon,89,Porte de France,22325,100100089:89
StopPoint:Node:987048843,Lycée Henri IV,89,Porte de France,23324,100100089:89
StopPoint:Node:987505273,Cardinal Lemoine - Monge,89,Porte de France,36690,100100089:89
StopPoint:Node:987048847,Institut du Monde Arabe,89,Porte de France,37561,100100089:89
StopPoint:Node:987505295,Université Paris VI,89,Porte de France,28422,100100089:89
StopPoint:Node:987505286,Cuvier,89,Porte de France,25728,100100089:89
StopPoint:Node:987505278,Jardin des Plantes,89,Porte de France,37560,100100089:89
StopPoint:Node:987505275,Gare d'Austerlitz,89,Porte de France,37558,100100089:89
StopPoint:Node:2949611367,Cité de la Mode et du Design,89,Porte de France,37565,100100089:89
StopPoint:Node:2949611368,Vincent Auriol,89,Porte de France,37563,100100089:89
StopPoint:Node:3738116452,Quai de la Gare,89,Porte de France,420011,100100089:89
StopPoint:Node:987505309,Bibliothèque Nationale de France,89,Porte de France,24021,100100089:89
StopPoint:Node:987588078,Bibliothèque François Mitterrand,89,Porte de France,40055,100100089:89
StopPoint:Node:2562278276,Bibliothèque Rue Mann,89,Porte de France,24013,100100089:89
StopPoint:Node:2562037411,Porte de France,89,Porte de France,24006,100100089:89
StopPoint:Node:2578895634,Porte de France,89,Gare de Vanves-Malakoff,24014,100100089:89
StopPoint:Node:2378416435,Bibliothèque Rue Mann,89,Gare de Vanves-Malakoff,24013,100100089:89
StopPoint:Node:2378416513,Bibliothèque François Mitterrand,89,Gare de Vanves-Malakoff,37716;37556,100100089:89
StopPoint:Node:987505314,Émile Durkheim,89,Gare de Vanves-Malakoff,28711,100100089:89
StopPoint:Node:987505301,Bibliothèque Nationale de France,89,Gare de Vanves-Malakoff,24022,100100089:89
StopPoint:Node:3738116453,Quai de la Gare,89,Gare de Vanves-Malakoff,420012;41412,100100089:89
StopPoint:Node:2949611369,Vincent Auriol,89,Gare de Vanves-Malakoff,37564,100100089:89
StopPoint:Node:2949611366,Cité de la Mode et du Design,89,Gare de Vanves-Malakoff,37557,100100089:89
StopPoint:Node:967125230,Gare d'Austerlitz,89,Gare de Vanves-Malakoff,37559,100100089:89
StopPoint:Node:739806722,Buffon - Jardin des Plantes,89,Gare de Vanves-Malakoff,22322,100100089:89
StopPoint:Node:445527802,Buffon - La Mosquée,89,Gare de Vanves-Malakoff,22323,100100089:89
StopPoint:Node:594054657,Cuvier - Jardin des Plantes,89,Gare de Vanves-Malakoff,37364,100100089:89
StopPoint:Node:530556928,Jussieu,89,Gare de Vanves-Malakoff,9138,100100089:89
StopPoint:Node:987048845,Cardinal Lemoine - Monge,89,Gare de Vanves-Malakoff,22324,100100089:89
StopPoint:Node:987048848,Lycée Henri IV,89,Gare de Vanves-Malakoff,23323,100100089:89
StopPoint:Node:987048852,Mairie du Ve - Panthéon,89,Gare de Vanves-Malakoff,25546,100100089:89
StopPoint:Node:987048846,Luxembourg,89,Gare de Vanves-Malakoff,29817,100100089:89
StopPoint:Node:780327201,Sénat,89,Gare de Vanves-Malakoff,28695,100100089:89
StopPoint:Node:987505304,Musée du Luxembourg,89,Gare de Vanves-Malakoff,28701,100100089:89
StopPoint:Node:987505283,Rennes - Raspail,89,Gare de Vanves-Malakoff,28712,100100089:89
StopPoint:Node:973577560,Rennes - Saint-Placide,89,Gare de Vanves-Malakoff,37140,100100089:89
StopPoint:Node:260017423,Rennes - Littré,89,Gare de Vanves-Malakoff,22640,100100089:89
StopPoint:Node:827520706,Place du 18 Juin 1940 − Rue de l'Arrivée,89,Gare de Vanves-Malakoff,27079,100100089:89
StopPoint:Node:827520679,Maine - Vaugirard,89,Gare de Vanves-Malakoff,26783,100100089:89
StopPoint:Node:827520685,Hôpital des Enfants Malades,89,Gare de Vanves-Malakoff,8445,100100089:89
StopPoint:Node:259856729,Sèvres - Lecourbe,89,Gare de Vanves-Malakoff,37357,100100089:89
StopPoint:Node:3761282000,Volontaires - Lecourbe,89,Gare de Vanves-Malakoff,23315,100100089:89
StopPoint:Node:256324752,Cambronne - Lecourbe,89,Gare de Vanves-Malakoff,24023,100100089:89
StopPoint:Node:332718408,Cambronne - Vaugirard,89,Gare de Vanves-Malakoff,28029,100100089:89
StopPoint:Node:973721612,Alleray,89,Gare de Vanves-Malakoff,28028,100100089:89
StopPoint:Node:973666617,Brancion - Vouillé,89,Gare de Vanves-Malakoff,27492,100100089:89
StopPoint:Node:987588159,Morillons - Brancion,89,Gare de Vanves-Malakoff,24020,100100089:89
StopPoint:Node:987588071,Morillons - Dantzig,89,Gare de Vanves-Malakoff,22327,100100089:89
StopPoint:Node:987588054,Georges Brassens,89,Gare de Vanves-Malakoff,15192,100100089:89
StopPoint:Node:987588156,Théâtre de la Plaine - Guillaumat,89,Gare de Vanves-Malakoff,22328,100100089:89
StopPoint:Node:987588052,Carrefour Albert Legris,89,Gare de Vanves-Malakoff,23330,100100089:89
StopPoint:Node:987588150,Avenue Marcel Martinie,89,Gare de Vanves-Malakoff,23329,100100089:89
StopPoint:Node:987588104,Square de l'Insurrection,89,Gare de Vanves-Malakoff,15194,100100089:89
StopPoint:Node:3523101429,Gare de Vanves-Malakoff,89,Gare de Vanves-Malakoff,42038,100100089:89
StopPoint:Node:969082218,Invalides,93,Suresnes - De Gaulle,37722,100100093:93
StopPoint:Node:969082216,Pont des Invalides - Place de Finlande,93,Suresnes - De Gaulle,22762,100100093:93
StopPoint:Node:827520669,Palais de la Découverte,93,Suresnes - De Gaulle,28431,100100093:93
StopPoint:Node:827520648,Rond-Point des Champs-Élysées - Matignon,93,Suresnes - De Gaulle,24251,100100093:93
StopPoint:Node:1549569954,Ternes - Mac Mahon,93,Suresnes - De Gaulle,29153,100100093:93
StopPoint:Node:2042462335,Pereire – Maréchal Juin,93,Suresnes - De Gaulle,36744,100100093:93
StopPoint:Node:2042462334,Pereire – Maréchal Juin,93,Invalides,29156,100100093:93
StopPoint:Node:2042462322,Pierre Demours,93,Invalides,9112,100100093:93
StopPoint:Node:597413631,Ternes,93,Invalides,28990,100100093:93
StopPoint:Node:2662224913,Champs-Élysées Clemenceau,93,Invalides,27334,100100093:93
StopPoint:Node:262281221,Invalides,93,Invalides,26744,100100093:93
StopPoint:Node:1692424971,Saint-Germain - Odéon,86,Saint-Mandé — Demi-Lune - Parc Zoologique,28026,100100086:86
StopPoint:Node:622303214,Dante,86,Saint-Mandé — Demi-Lune - Parc Zoologique,28418,100100086:86
StopPoint:Node:778320042,Saint-Germain des Prés,86,Saint-Mandé — Demi-Lune - Parc Zoologique,39892,100100086:86
StopPoint:Node:1352493882,Pont Sully - Quai de Béthune,86,Saint-Mandé — Demi-Lune - Parc Zoologique,36649,100100086:86
StopPoint:Node:1244401793,Mairie de Saint-Mandé,86,Saint-Mandé — Demi-Lune - Parc Zoologique,24823,100100086:86
StopPoint:Node:615215002,Cluny,86,Saint-Mandé — Demi-Lune - Parc Zoologique,26788,100100086:86
StopPoint:Node:2069841120,Seine - Buci,86,Saint-Mandé — Demi-Lune - Parc Zoologique,28423,100100086:86
StopPoint:Node:4871937722,Gare de Lyon,87,Champ de Mars,39393,100100087:87
StopPoint:Node:535070360,Gare de Lyon - Diderot,87,Champ de Mars,24798,100100087:87
StopPoint:Node:331453352,Lyon - Ledru-Rollin,87,Champ de Mars,39722,100100087:87
StopPoint:Node:2069252601,Monge - Mutualité,87,Champ de Mars,37561,100100087:87
StopPoint:Node:2069252597,Collège de France,87,Champ de Mars,28421,100100087:87
StopPoint:Node:622303212,Cluny,87,Champ de Mars,26355,100100087:87
StopPoint:Node:1692424958,Saint-Germain - Odéon,87,Champ de Mars,22643,100100087:87
StopPoint:Node:262241541,Église Saint-Sulpice,87,Champ de Mars,26781,100100087:87
StopPoint:Node:262241577,Sèvres - Babylone,87,Champ de Mars,28420,100100087:87
StopPoint:Node:827520704,Duquesne − Lowendal,87,Champ de Mars,26361,100100087:87
StopPoint:Node:827520650,École Militaire,87,Champ de Mars,22971,100100087:87
StopPoint:Node:993959751,Champ de Mars - La Bourdonnais,87,Champ de Mars,26308,100100087:87
StopPoint:Node:989065350,Rapp – La Bourdonnais,87,Champ de Mars,23317,100100087:87
StopPoint:Node:2070876499,Champ de Mars,87,Champ de Mars,23319,100100087:87
StopPoint:Node:4942457168,Michel Debré,87,Champ de Mars,26749,100100087:87
StopPoint:Node:967125213,Bastille,87,Champ de Mars,9111,100100087:87
StopPoint:Node:2070876498,Champ de Mars,87,Porte de Reuilly,23320,100100087:87
StopPoint:Node:989065313,Rapp – La Bourdonnais,87,Porte de Reuilly,26307,100100087:87
StopPoint:Node:993959768,Champ de Mars - La Bourdonnais,87,Porte de Reuilly,26351,100100087:87
StopPoint:Node:827520630,École Militaire,87,Porte de Reuilly,26346,100100087:87
StopPoint:Node:831294981,El Salvador,87,Porte de Reuilly,26348,100100087:87
StopPoint:Node:2664615658,Saint-François-Xavier,87,Porte de Reuilly,26358,100100087:87
StopPoint:Node:831294994,Duroc,87,Porte de Reuilly,26786,100100087:87
StopPoint:Node:993959786,Vaneau - Saint-Romain,87,Porte de Reuilly,23449,100100087:87
StopPoint:Node:993959801,Bac - Saint-Placide,87,Porte de Reuilly,39320,100100087:87
StopPoint:Node:786144457,Sèvres - Babylone,87,Porte de Reuilly,23446,100100087:87
StopPoint:Node:973577565,Michel Debré,87,Porte de Reuilly,28569,100100087:87
StopPoint:Node:973577561,Bonaparte - Saint-Germain,87,Porte de Reuilly,28529,100100087:87
StopPoint:Node:2069841120,Seine - Buci,87,Porte de Reuilly,28423,100100087:87
StopPoint:Node:1692424971,Saint-Germain - Odéon,87,Porte de Reuilly,28026,100100087:87
StopPoint:Node:615215002,Cluny,87,Porte de Reuilly,26788,100100087:87
StopPoint:Node:622303214,Dante,87,Porte de Reuilly,28418,100100087:87
StopPoint:Node:1352493882,Pont Sully - Quai de Béthune,87,Porte de Reuilly,36649,100100087:87
StopPoint:Node:1352490966,Bastille,87,Porte de Reuilly,28398,100100087:87
StopPoint:Node:4048831851,Lyon - Ledru-Rollin,87,Porte de Reuilly,28393,100100087:87
StopPoint:Node:260744184,Gare de Lyon - Diderot,87,Porte de Reuilly,28396,100100087:87
StopPoint:Node:1252378179,Charenton - Wattignies,87,Porte de Reuilly,414774,100100087:87
StopPoint:Node:985727460,Porte de Versailles,80,Mairie du 18e - Jules Joffrin,41284;36933,100100080:80
StopPoint:Node:985727413,Vaugirard - Croix Nivert,80,Mairie du 18e - Jules Joffrin,36293,100100080:80
StopPoint:Node:985727450,Hôpital de Vaugirard,80,Mairie du 18e - Jules Joffrin,36294,100100080:80
StopPoint:Node:306912828,Vaugirard - Favorites,80,Mairie du 18e - Jules Joffrin,39321,100100080:80
StopPoint:Node:259442664,Cambronne - Lecourbe,80,Mairie du 18e - Jules Joffrin,28675,100100080:80
StopPoint:Node:262239988,Mairie du 15e,80,Mairie du 18e - Jules Joffrin,39324,100100080:80
StopPoint:Node:989024746,Péclet,80,Mairie du 18e - Jules Joffrin,25758,100100080:80
StopPoint:Node:1179777386,Bosquet - Grenelle,80,Mairie du 18e - Jules Joffrin,26313,100100080:80
StopPoint:Node:2697524466,Bosquet - Rapp,80,Mairie du 18e - Jules Joffrin,26177,100100080:80
StopPoint:Node:827520645,Haussmann - Miromesnil,80,Mairie du 18e - Jules Joffrin,25398,100100080:80
StopPoint:Node:977993861,Saint-Augustin,80,Mairie du 18e - Jules Joffrin,36546,100100080:80
StopPoint:Node:818976816,Europe,80,Mairie du 18e - Jules Joffrin,37141,100100080:80
StopPoint:Node:974091440,Bucarest,80,Mairie du 18e - Jules Joffrin,9105,100100080:80
StopPoint:Node:1361000501,Lamarck - Caulaincourt,80,Porte de Versailles,25943,100100080:80
StopPoint:Node:540661257,Square Caulaincourt,80,Porte de Versailles,26342,100100080:80
StopPoint:Node:827576223,Pasquier Anjou,80,Porte de Versailles,39809,100100080:80
StopPoint:Node:827576221,La Boétie - Miromesnil,80,Porte de Versailles,39477,100100080:80
StopPoint:Node:974091447,Europe,80,Porte de Versailles,8411,100100080:80
StopPoint:Node:1213810472,Gare Saint-Lazare,80,Porte de Versailles,22718,100100080:80
StopPoint:Node:817222305,Saint-Augustin,80,Porte de Versailles,41802,100100080:80
StopPoint:Node:259282878,Cambronne - Lecourbe,80,Porte de Versailles,24264,100100080:80
StopPoint:Node:985449355,Abbé Groult,80,Porte de Versailles,8446,100100080:80
StopPoint:Node:985449411,Convention - Lecourbe,80,Porte de Versailles,27047,100100080:80
StopPoint:Node:5121867104,Hôtel de Ville,70,Radio France,34807,100100070:70
StopPoint:Node:2042462202,Châtelet,70,Radio France,9119,100100070:70
StopPoint:Node:4920983804,Pont Neuf - Quai des Grands Augustins,70,Radio France,36669,100100070:70
StopPoint:Node:4853665448,Mazarine,70,Radio France,26782,100100070:70
StopPoint:Node:4853668730,Saint-Germain - Odéon,70,Radio France,22435,100100070:70
StopPoint:Node:262241541,Église Saint-Sulpice,70,Radio France,26781,100100070:70
StopPoint:Node:4942457168,Michel Debré,70,Radio France,26749,100100070:70
StopPoint:Node:993959799,Sèvres - Babylone,70,Radio France,26768,100100070:70
StopPoint:Node:993959779,Bac - Saint-Placide,70,Radio France,23447,100100070:70
StopPoint:Node:5325312417,Vaneau - Saint-Romain,70,Radio France,39322,100100070:70
StopPoint:Node:827520685,Hôpital des Enfants Malades,70,Radio France,8445,100100070:70
StopPoint:Node:259856729,Sèvres - Lecourbe,70,Radio France,37357,100100070:70
StopPoint:Node:259856696,Volontaires - Lecourbe,70,Radio France,23315,100100070:70
StopPoint:Node:259442664,Cambronne - Lecourbe,70,Radio France,28675,100100070:70
StopPoint:Node:262239988,Mairie du 15e,70,Radio France,39324,100100070:70
StopPoint:Node:989024746,Péclet,70,Radio France,25758,100100070:70
StopPoint:Node:989024779,Félix Faure,70,Radio France,9104;41770,100100070:70
StopPoint:Node:989024687,Violet,70,Radio France,25757,100100070:70
StopPoint:Node:989024700,Charles Michels,70,Radio France,25508,100100070:70
StopPoint:Node:989024772,Pont de Grenelle – Place Fernand Forest,70,Radio France,29784,100100070:70
StopPoint:Node:976873104,Pont de Grenelle – Maurice Bourdet,70,Radio France,23493,100100070:70
StopPoint:Node:633158292,Radio France,70,Radio France,35808,100100070:70
StopPoint:Node:633158292,Radio France,70,Hôtel de Ville,35808,100100070:70
StopPoint:Node:989024728,Raynouard - Ranelagh,70,Hôtel de Ville,35806,100100070:70
StopPoint:Node:976871970,Place du Docteur Hayem - Radio France,70,Hôtel de Ville,23494,100100070:70
StopPoint:Node:976872869,Pont de Grenelle – Maurice Bourdet,70,Hôtel de Ville,35805,100100070:70
StopPoint:Node:989024767,Pont de Grenelle – Place Fernand Forest,70,Hôtel de Ville,37368,100100070:70
StopPoint:Node:989024678,Charles Michels,70,Hôtel de Ville,40007,100100070:70
StopPoint:Node:989024755,Violet,70,Hôtel de Ville,25755,100100070:70
StopPoint:Node:989024712,Félix Faure,70,Hôtel de Ville,24759,100100070:70
StopPoint:Node:476886896,Péclet,70,Hôtel de Ville,25760,100100070:70
StopPoint:Node:968238053,Mairie du 15e,70,Hôtel de Ville,25748,100100070:70
StopPoint:Node:306912828,Vaugirard - Favorites,70,Hôtel de Ville,39321,100100070:70
StopPoint:Node:260016759,Cambronne - Vaugirard,70,Hôtel de Ville,22326,100100070:70
StopPoint:Node:260016791,Volontaires - Vaugirard,70,Hôtel de Ville,37562,100100070:70
StopPoint:Node:260016832,Pasteur - Lycée Buffon,70,Hôtel de Ville,23448,100100070:70
StopPoint:Node:985727445,Sèvres - Lecourbe,70,Hôtel de Ville,39456,100100070:70
StopPoint:Node:259856862,Hôpital des Enfants Malades,70,Hôtel de Ville,25746,100100070:70
StopPoint:Node:993959786,Vaneau - Saint-Romain,70,Hôtel de Ville,23449,100100070:70
StopPoint:Node:993959801,Bac - Saint-Placide,70,Hôtel de Ville,39320,100100070:70
StopPoint:Node:786144457,Sèvres - Babylone,70,Hôtel de Ville,23446,100100070:70
StopPoint:Node:260382054,Michel Debré,70,Hôtel de Ville,28673,100100070:70
StopPoint:Node:973577561,Bonaparte - Saint-Germain,70,Hôtel de Ville,28529,100100070:70
StopPoint:Node:2078035939,Seine - Buci,70,Hôtel de Ville,28423,100100070:70
StopPoint:Node:4853868191,Saint-André des Arts,70,Hôtel de Ville,36488,100100070:70
StopPoint:Node:4853868192,Pont Neuf - Quai des Grands Augustins,70,Hôtel de Ville,22319,100100070:70
StopPoint:Node:2880573971,Pont Neuf - Quai du Louvre,70,Hôtel de Ville,39814,100100070:70
