service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
3821,1,0,0,0,0,0,0,20180129,20180212
3817,0,0,0,0,0,1,0,20180127,20180217
3818,0,0,0,0,0,0,1,20180128,20180218
5727,0,0,0,0,0,1,0,20180127,20180217
5725,1,1,1,1,1,0,0,20180124,20180216
5724,1,1,1,1,1,0,0,20180124,20180216
5726,0,1,1,1,1,1,0,20180124,20180217
5728,0,0,0,0,0,0,1,20180128,20180218
4784,1,0,0,0,0,0,0,20180129,20180212
5730,0,0,0,0,0,1,0,20180127,20180217
5732,1,1,1,1,1,0,0,20180124,20180216
5731,1,1,1,1,1,0,0,20180124,20180216
5733,0,1,1,1,1,1,0,20180124,20180217
5734,0,0,0,0,0,1,0,20180127,20180217
5735,0,0,0,0,0,0,1,20180128,20180218
5737,0,0,0,0,0,1,0,20180127,20180217
5714,0,1,1,1,1,1,0,20180124,20180217
5712,1,1,1,1,1,0,0,20180124,20180216
5710,0,0,0,0,0,1,0,20180127,20180217
5715,0,1,1,1,1,1,0,20180124,20180217
5713,1,1,1,1,1,0,0,20180124,20180216
5711,0,0,0,0,0,0,1,20180128,20180218
5709,1,1,1,1,1,0,0,20180124,20180216
5708,1,1,1,1,1,0,0,20180124,20180216
5718,1,1,1,1,1,0,0,20180124,20180216
5721,0,0,0,0,0,1,0,20180127,20180217
5416,1,1,1,1,0,0,0,20180124,20180215
5722,0,0,0,0,0,0,1,20180128,20180218
5719,1,1,1,1,1,0,0,20180124,20180216
5720,0,1,1,1,1,1,0,20180124,20180217
3744,1,1,1,1,1,0,0,20180124,20180216
3747,1,1,0,1,1,0,0,20180125,20180216
3746,0,0,1,0,0,0,0,20180124,20180214
3745,1,1,0,1,1,0,0,20180125,20180216
3734,0,0,0,0,0,0,1,20180128,20180218
3735,1,0,0,0,0,0,0,20180129,20180212
3736,0,0,0,0,0,0,1,20180128,20180218
3737,1,1,1,1,1,0,0,20180124,20180216
3739,1,1,1,1,1,0,0,20180124,20180216
3741,0,0,1,0,0,0,0,20180124,20180214
3740,0,0,1,0,0,0,0,20180124,20180214
3752,1,1,0,1,1,0,0,20180125,20180216
3751,1,1,1,1,1,0,0,20180124,20180216
3750,0,0,0,0,0,0,1,20180128,20180218
3749,0,0,0,0,0,1,0,20180127,20180217
3385,1,1,0,1,1,0,0,20180125,20180216
3748,0,1,1,1,1,1,0,20180124,20180217
3753,1,1,1,1,1,0,0,20180124,20180216
3754,1,1,1,1,1,0,0,20180124,20180216
3383,1,0,0,0,0,0,0,20180129,20180212
3756,0,1,1,1,1,1,0,20180124,20180217
3757,0,0,1,0,0,0,0,20180124,20180214
3755,1,1,0,1,1,0,0,20180125,20180216
3382,1,1,1,1,0,0,0,20180124,20180215
3699,1,1,1,1,1,1,0,20180124,20180217
3700,1,1,1,1,1,1,0,20180124,20180217
3703,0,0,0,0,0,1,1,20180127,20180218
3696,1,1,1,1,1,1,1,20180124,20180218
3697,1,1,1,1,1,1,1,20180124,20180218
3698,1,1,1,1,1,0,0,20180124,20180216
3709,1,1,1,1,1,1,1,20180124,20180218
3704,0,0,0,0,1,0,1,20180126,20180218
3710,1,1,1,1,0,0,0,20180124,20180215
3707,1,1,1,1,1,1,1,20180124,20180218
3706,0,0,0,0,0,0,1,20180128,20180218
3708,1,1,1,1,1,1,1,20180124,20180218
3705,0,0,0,0,0,0,1,20180128,20180218
3713,0,0,0,0,1,1,0,20180126,20180216
3712,0,0,0,0,0,1,1,20180127,20180218
976,0,0,0,0,0,1,0,20180127,20180217
2800,1,1,1,1,1,0,0,20180124,20180216
977,0,0,0,0,0,0,1,20180128,20180218
6091,1,1,1,1,1,0,0,20180124,20180216
6087,1,1,0,1,1,0,0,20180125,20180216
6088,1,1,1,1,1,0,0,20180124,20180216
5920,0,0,1,0,0,0,0,20180124,20180214
6081,0,0,0,0,0,1,0,20180127,20180217
6082,0,0,1,0,0,1,0,20180124,20180217
5922,0,0,0,0,0,0,1,20180128,20180211
6078,1,1,1,1,1,1,0,20180124,20180217
6080,1,1,0,1,1,0,0,20180125,20180216
5921,0,0,0,0,0,1,0,20180127,20180217
5919,1,1,0,1,1,0,0,20180125,20180216
6079,1,1,1,1,1,0,0,20180124,20180216
6077,0,0,0,0,0,0,1,20180128,20180218
6093,1,1,1,1,1,0,0,20180124,20180216
6086,0,0,0,0,0,1,0,20180127,20180217
6083,0,0,0,0,0,0,1,20180128,20180218
6084,1,1,1,1,1,0,0,20180124,20180216
6085,1,1,0,1,1,0,0,20180125,20180216
6094,1,1,1,1,1,0,0,20180124,20180216
6090,1,1,1,1,1,0,0,20180124,20180216
6089,1,1,0,1,1,0,0,20180125,20180216
6092,1,1,0,1,1,0,0,20180125,20180216
5319,0,0,0,0,0,0,1,20180128,20180218
5166,0,0,0,0,0,0,1,20180128,20180218
5317,1,1,1,1,1,0,0,20180124,20180216
5301,0,0,0,0,0,1,0,20180127,20180217
5302,0,0,0,0,0,0,1,20180128,20180218
5298,1,1,1,1,0,0,0,20180124,20180215
5299,0,1,1,1,1,0,0,20180124,20180216
5300,0,1,1,1,1,1,0,20180124,20180217
5297,1,1,1,1,1,0,0,20180124,20180216
3398,0,0,0,0,0,1,0,20180127,20180217
5303,0,0,0,0,1,0,0,20180126,20180216
5304,0,0,0,0,0,1,0,20180127,20180217
5296,1,0,0,0,0,0,0,20180129,20180212
5295,0,0,0,0,0,0,1,20180128,20180218
5310,1,1,1,1,0,0,0,20180124,20180215
5309,1,1,1,1,1,0,0,20180124,20180216
5312,0,0,0,0,0,1,0,20180127,20180217
5311,0,1,1,1,1,0,0,20180124,20180216
5315,0,0,0,0,0,1,0,20180127,20180217
5314,0,0,0,0,1,0,0,20180126,20180216
5167,0,0,0,0,1,0,0,20180202,20180216
5313,0,0,0,0,0,0,1,20180128,20180218
5308,1,0,0,0,0,0,0,20180129,20180212
5307,0,0,0,0,0,0,1,20180128,20180218
5168,1,1,1,1,0,0,0,20180201,20180215
3716,1,1,1,1,1,0,0,20180124,20180216
3717,1,1,1,1,1,0,0,20180124,20180216
3720,0,0,0,0,0,1,0,20180127,20180217
3714,0,0,0,0,0,0,1,20180128,20180218
3724,1,1,1,1,1,0,0,20180124,20180216
3726,0,0,0,0,0,1,0,20180127,20180217
3722,0,0,0,0,0,0,1,20180128,20180218
3715,1,0,0,0,0,0,0,20180129,20180212
3721,0,0,0,0,0,1,0,20180127,20180217
3718,0,1,1,1,1,1,0,20180124,20180217
3727,0,0,0,0,0,0,1,20180128,20180218
3732,0,0,0,0,0,1,0,20180127,20180217
3733,0,0,0,0,0,0,1,20180128,20180218
3729,1,1,1,1,1,0,0,20180124,20180216
3730,0,1,1,1,1,1,0,20180124,20180217
3728,1,0,0,0,0,0,0,20180129,20180212
1212,1,1,1,1,1,0,0,20180124,20180216
1213,1,1,1,1,1,0,0,20180124,20180216
1214,0,1,1,1,1,1,0,20180124,20180217
1217,1,0,0,0,0,0,1,20180128,20180218
1218,0,0,0,0,0,1,0,20180127,20180217
1216,0,0,0,0,0,1,1,20180127,20180218
1215,0,0,0,0,0,1,1,20180127,20180218
1211,1,1,1,1,1,1,0,20180124,20180217
1222,1,1,1,1,1,1,1,20180124,20180218
1219,1,1,1,1,1,0,0,20180124,20180216
1225,0,0,0,0,0,1,1,20180127,20180218
1224,1,0,0,0,0,0,1,20180128,20180218
1223,1,1,1,1,1,1,1,20180124,20180218
1221,1,1,1,1,1,0,0,20180124,20180216
1226,0,0,0,0,0,1,0,20180127,20180217
1220,0,1,1,1,1,1,0,20180124,20180217
1206,0,0,1,0,0,0,0,20180124,20180214
1204,0,0,1,0,0,0,0,20180124,20180214
1205,0,0,1,0,0,0,0,20180124,20180214
1203,0,0,1,0,0,1,0,20180124,20180217
1190,1,1,1,1,1,0,0,20180124,20180216
1182,1,1,1,1,1,1,0,20180124,20180217
1181,1,1,1,1,1,0,0,20180124,20180216
1184,1,1,0,1,1,0,0,20180125,20180216
1179,1,1,0,1,0,0,0,20180125,20180215
1178,1,1,0,1,1,0,0,20180125,20180216
1180,1,1,0,1,1,0,0,20180125,20180216
1189,1,1,0,1,1,0,0,20180125,20180216
1188,0,1,1,1,1,1,1,20180124,20180218
1186,1,1,1,1,1,0,0,20180124,20180216
1187,1,1,1,1,1,1,0,20180124,20180217
1191,0,0,0,0,1,1,0,20180126,20180217
1192,0,0,0,0,0,1,0,20180127,20180217
1209,0,0,1,0,0,0,0,20180124,20180214
1208,0,0,1,0,0,0,0,20180124,20180214
1207,0,0,1,0,0,1,0,20180124,20180217
1210,0,0,1,0,0,0,0,20180124,20180214
1166,1,1,1,1,1,0,0,20180124,20180216
1169,1,1,1,1,1,0,0,20180124,20180216
1165,1,1,0,1,1,0,0,20180125,20180216
1164,1,1,0,1,0,0,0,20180125,20180215
1175,1,1,0,1,1,0,0,20180125,20180216
1174,0,0,0,0,1,0,0,20180126,20180216
1177,0,0,0,0,0,1,1,20180127,20180218
1176,0,0,0,0,1,1,0,20180126,20180217
1173,0,1,1,1,1,0,0,20180124,20180216
1172,1,1,1,1,0,0,0,20180124,20180215
1168,1,1,1,1,1,1,0,20180124,20180217
1167,1,1,0,1,1,0,0,20180125,20180216
1197,1,1,1,1,1,0,0,20180124,20180216
1196,1,1,1,1,1,0,0,20180124,20180216
1195,1,1,0,1,1,0,0,20180125,20180216
1194,1,1,0,1,1,0,0,20180125,20180216
1124,0,0,0,0,0,1,0,20180127,20180217
1193,1,1,0,1,1,0,0,20180125,20180216
1201,1,1,1,1,1,0,0,20180124,20180216
1198,1,1,0,1,1,0,0,20180125,20180216
1129,1,1,0,1,0,0,0,20180125,20180215
1123,0,1,1,0,1,0,0,20180124,20180216
1202,0,0,1,0,0,0,0,20180124,20180214
1228,1,1,1,1,1,0,0,20180124,20180216
1227,1,1,1,1,1,0,0,20180124,20180216
1132,1,1,1,1,1,0,0,20180124,20180216
1230,1,1,1,1,1,0,0,20180124,20180216
1229,1,1,1,1,1,0,0,20180124,20180216
1272,1,1,1,1,1,0,0,20180124,20180216
1273,1,1,1,1,0,0,0,20180124,20180215
1274,0,0,0,0,0,1,0,20180127,20180217
1266,0,1,1,1,1,1,0,20180124,20180217
1267,0,0,0,0,0,1,1,20180127,20180218
1264,1,1,1,1,1,1,1,20180124,20180218
1265,1,1,1,1,1,0,0,20180124,20180216
1268,0,0,0,0,0,1,1,20180127,20180218
1271,1,1,1,1,1,0,0,20180124,20180216
1269,1,0,0,0,0,0,1,20180128,20180218
1259,1,1,1,1,1,0,0,20180124,20180216
1260,1,1,0,1,1,0,0,20180125,20180216
1282,1,1,1,1,1,0,0,20180124,20180216
1248,1,1,1,1,1,0,0,20180124,20180216
1249,0,0,0,0,0,1,0,20180127,20180217
1250,0,0,0,0,0,1,1,20180127,20180218
1251,0,0,0,0,0,0,1,20180128,20180218
1246,1,0,0,0,0,0,1,20180128,20180218
1245,0,1,1,1,1,0,0,20180124,20180216
1244,1,1,1,1,1,0,0,20180124,20180216
1252,0,0,0,0,0,1,0,20180127,20180217
1277,1,1,1,1,1,0,0,20180124,20180216
1275,1,1,1,1,1,0,0,20180124,20180216
1278,0,0,0,0,0,1,0,20180127,20180217
1261,1,1,1,1,1,0,0,20180124,20180216
1262,1,1,0,1,1,0,0,20180125,20180216
1263,0,0,1,0,0,0,0,20180124,20180214
1255,1,1,1,1,1,0,0,20180124,20180216
1257,0,0,0,0,0,1,0,20180127,20180217
1256,1,1,0,1,1,0,0,20180125,20180216
1253,1,1,1,1,1,1,0,20180124,20180217
1283,1,1,1,1,1,0,0,20180124,20180216
1279,1,1,1,1,1,0,0,20180124,20180216
1281,1,1,1,1,1,0,0,20180124,20180216
1232,1,1,1,1,1,0,0,20180124,20180216
1233,1,1,1,1,1,0,0,20180124,20180216
1236,0,0,0,0,0,1,1,20180127,20180218
1237,1,0,0,0,0,0,1,20180128,20180218
1238,0,0,0,0,0,1,0,20180127,20180217
1234,0,1,1,1,1,1,0,20180124,20180217
1235,0,0,0,0,0,1,1,20180127,20180218
1231,1,1,1,1,1,1,0,20180124,20180217
1241,1,1,1,1,1,0,0,20180124,20180216
1240,1,1,1,1,1,1,1,20180124,20180218
1239,1,1,1,1,1,0,0,20180124,20180216
1243,0,0,0,0,0,1,0,20180127,20180217
1242,1,1,1,1,1,1,1,20180124,20180218
2617,0,0,0,0,0,0,1,20180128,20180218
2618,0,0,0,0,0,1,0,20180127,20180217
2619,1,1,1,1,1,0,0,20180124,20180216
2749,0,0,0,0,0,0,1,20180128,20180218
2750,1,1,1,1,1,1,1,20180124,20180218
2748,1,1,1,1,1,1,1,20180124,20180218
2751,1,1,1,1,1,1,0,20180124,20180217
2753,1,1,1,1,1,1,0,20180124,20180217
2752,1,1,1,1,1,0,0,20180124,20180216
2746,0,0,0,0,0,1,1,20180127,20180218
2747,1,1,1,1,1,0,1,20180124,20180218
2756,1,1,1,1,1,1,0,20180124,20180217
2758,1,1,1,1,1,1,0,20180124,20180217
2755,1,1,1,1,1,1,1,20180124,20180218
2754,1,1,1,1,1,1,1,20180124,20180218
2757,1,1,1,1,1,0,0,20180124,20180216
5574,1,1,1,1,1,0,0,20180124,20180216
5575,1,1,1,1,1,0,0,20180124,20180216
5576,0,0,0,0,0,1,0,20180127,20180217
5577,1,1,1,1,1,0,0,20180124,20180216
5578,0,0,0,0,0,0,1,20180128,20180218
1157,1,1,1,1,1,0,0,20180124,20180216
1158,1,1,1,1,1,1,1,20180124,20180218
1156,1,1,1,1,1,1,0,20180124,20180217
1159,0,0,0,0,0,1,1,20180127,20180218
1160,1,1,1,1,1,0,0,20180124,20180216
1162,0,0,0,0,0,1,1,20180127,20180218
1161,1,1,1,1,1,1,1,20180124,20180218
1163,0,0,0,0,0,1,0,20180127,20180217
3627,1,1,1,1,1,0,0,20180124,20180216
3628,1,1,1,1,1,0,0,20180124,20180216
3629,1,1,1,1,1,1,0,20180124,20180217
3632,0,0,0,0,0,1,0,20180127,20180217
3635,0,0,0,0,0,1,0,20180127,20180217
3634,0,0,0,0,0,1,1,20180127,20180218
3633,0,0,0,0,0,0,1,20180128,20180218
3630,0,1,1,1,1,1,0,20180124,20180217
3649,1,1,1,1,1,0,0,20180124,20180216
3650,1,1,1,1,1,0,0,20180124,20180216
3654,0,0,0,0,0,1,0,20180127,20180217
3652,0,1,1,1,1,0,0,20180124,20180216
3651,1,1,1,1,1,1,0,20180124,20180217
3655,0,0,0,0,0,0,1,20180128,20180218
3656,0,0,0,0,0,1,0,20180127,20180217
3665,0,0,1,0,0,0,0,20180124,20180214
3659,1,1,1,1,1,0,0,20180124,20180216
3660,1,1,1,1,1,0,0,20180124,20180216
3663,0,0,0,0,0,1,0,20180127,20180217
3657,1,1,0,1,1,0,0,20180125,20180216
3658,1,1,0,1,1,0,0,20180125,20180216
3638,1,1,0,1,1,0,0,20180125,20180216
3637,1,1,1,1,1,0,0,20180124,20180216
3645,0,0,0,0,0,1,0,20180127,20180217
3646,0,0,0,0,0,1,1,20180127,20180218
3642,0,1,1,1,1,1,1,20180124,20180218
3640,1,1,1,1,1,0,0,20180124,20180216
3641,1,1,1,1,1,1,0,20180124,20180217
3639,0,1,1,1,1,0,0,20180124,20180216
3636,1,1,0,1,1,0,0,20180125,20180216
3648,0,0,0,0,0,1,0,20180127,20180217
3647,0,0,0,0,0,0,1,20180128,20180218
3664,0,0,1,0,0,0,0,20180124,20180214
5579,1,1,1,1,1,0,0,20180124,20180216
5580,0,1,1,1,1,1,0,20180124,20180217
5583,1,1,1,1,1,0,0,20180124,20180216
5584,0,1,1,1,1,1,0,20180124,20180217
3002,1,1,1,1,1,0,0,20180124,20180216
2990,1,1,1,1,1,0,0,20180124,20180216
2992,0,1,1,1,1,1,1,20180124,20180218
2986,0,0,0,0,0,0,1,20180128,20180218
2991,1,1,1,1,1,1,0,20180124,20180217
2988,1,0,0,0,0,0,0,20180129,20180212
2987,1,0,0,0,0,0,0,20180129,20180212
2989,1,1,1,1,1,0,0,20180124,20180216
2995,0,0,0,0,0,1,1,20180127,20180218
2993,0,0,0,0,0,1,0,20180127,20180217
1130,0,1,1,1,1,0,0,20180124,20180216
3003,1,1,1,1,1,0,0,20180124,20180216
3000,1,1,1,1,1,0,0,20180124,20180216
2999,1,1,1,1,1,0,0,20180124,20180216
2998,1,1,1,1,1,1,0,20180124,20180217
2996,1,1,1,1,1,0,1,20180124,20180218
2997,1,1,1,1,1,1,1,20180124,20180218
1286,1,1,1,1,1,0,0,20180124,20180216
1290,0,0,0,0,0,1,1,20180127,20180218
1287,1,1,1,1,0,0,0,20180124,20180215
1284,1,1,1,1,1,1,1,20180124,20180218
1285,1,1,1,1,1,1,0,20180124,20180217
1288,1,1,1,1,1,1,1,20180124,20180218
1291,1,1,1,1,1,0,0,20180124,20180216
1293,1,1,1,1,1,1,0,20180124,20180217
1294,0,0,0,0,0,0,1,20180128,20180218
1296,0,0,0,0,0,1,0,20180127,20180217
1292,1,1,1,1,1,1,0,20180124,20180217
660,0,0,0,0,0,0,1,20180128,20180218
665,1,1,1,1,1,1,0,20180124,20180217
666,0,1,1,1,1,1,1,20180124,20180218
664,0,0,0,0,0,1,0,20180127,20180217
661,1,0,0,0,0,0,0,20180129,20180212
662,1,1,1,1,1,0,0,20180124,20180216
676,1,1,1,1,1,0,0,20180124,20180216
671,1,1,1,1,1,0,0,20180124,20180216
670,1,1,1,1,1,0,0,20180124,20180216
674,0,0,0,0,0,1,0,20180127,20180217
672,0,1,1,1,1,1,0,20180124,20180217
675,0,0,0,0,0,0,1,20180128,20180218
668,1,1,1,1,1,0,1,20180124,20180218
667,0,0,0,0,0,0,1,20180128,20180218
669,1,0,0,0,0,0,0,20180129,20180212
1313,0,0,0,0,0,0,1,20180128,20180218
1315,1,1,1,1,1,0,0,20180124,20180216
1314,0,0,0,0,0,1,1,20180127,20180218
979,1,1,1,1,1,0,0,20180124,20180216
1311,1,1,1,1,1,0,0,20180124,20180216
1312,1,0,0,0,0,0,0,20180129,20180212
1316,0,0,0,0,0,1,0,20180127,20180217
1317,1,1,1,1,1,0,0,20180124,20180216
1319,0,1,1,1,1,1,0,20180124,20180217
1318,1,1,1,1,1,1,0,20180124,20180217
1320,1,1,1,1,1,0,0,20180124,20180216
984,0,1,1,1,1,1,0,20180124,20180217
5615,1,1,0,1,1,0,0,20180125,20180216
5614,1,1,1,1,1,0,0,20180124,20180216
5610,1,1,1,1,1,0,0,20180124,20180216
5608,1,1,1,1,1,0,0,20180124,20180216
5609,0,0,1,0,0,0,0,20180124,20180214
5605,1,1,1,1,1,0,0,20180124,20180216
5604,1,1,1,1,1,0,0,20180124,20180216
5606,0,1,1,1,1,1,0,20180124,20180217
5612,0,0,0,0,0,1,0,20180127,20180217
5613,0,0,0,0,0,0,1,20180128,20180218
5611,1,1,0,1,1,0,0,20180125,20180216
5410,1,1,0,1,0,0,0,20180125,20180215
5616,1,1,0,1,1,0,0,20180125,20180216
5409,0,1,1,0,1,0,0,20180124,20180216
5633,1,0,0,0,0,0,0,20180129,20180212
5632,0,0,0,0,0,0,1,20180128,20180218
5617,1,1,1,1,1,0,0,20180124,20180216
5622,1,1,1,1,0,0,0,20180124,20180215
5621,1,1,1,1,0,0,0,20180124,20180215
5624,0,0,0,0,0,1,0,20180127,20180210
5625,0,0,0,0,0,1,1,20180127,20180218
5623,0,1,1,1,1,1,0,20180124,20180217
5619,1,1,1,1,1,0,0,20180124,20180216
5626,0,0,0,0,0,0,1,20180128,20180211
5627,1,1,1,1,1,0,0,20180124,20180216
5629,0,0,0,0,1,0,0,20180126,20180216
5630,0,0,0,0,0,1,0,20180127,20180217
5631,1,1,1,1,1,0,0,20180124,20180216
5659,1,0,0,0,0,0,0,20180129,20180212
5657,0,0,0,0,0,1,0,20180127,20180217
5658,0,0,0,0,0,0,1,20180128,20180218
5656,0,0,0,0,0,0,1,20180128,20180211
5655,0,0,0,0,0,1,0,20180127,20180210
5654,0,1,1,1,1,1,0,20180124,20180217
5653,1,1,1,1,1,0,0,20180124,20180216
5650,0,0,0,0,0,0,1,20180128,20180218
5646,0,0,0,0,0,1,0,20180127,20180210
5641,1,1,1,1,1,0,0,20180124,20180216
5645,0,0,0,0,1,0,0,20180126,20180216
5643,1,1,1,1,1,0,0,20180124,20180216
5649,1,1,1,1,1,0,0,20180124,20180216
5648,1,1,1,1,1,0,0,20180124,20180216
5283,1,1,1,1,1,0,0,20180124,20180216
5282,1,1,1,1,1,0,0,20180124,20180216
5286,0,0,0,0,0,1,0,20180127,20180217
5287,0,0,0,0,0,0,1,20180128,20180218
5288,0,0,0,0,0,1,0,20180127,20180217
5284,0,1,1,1,1,1,0,20180124,20180217
5290,1,1,1,1,1,0,0,20180124,20180216
5292,0,0,0,0,0,1,0,20180127,20180217
5289,1,1,1,1,1,0,0,20180124,20180216
5294,0,0,0,0,0,1,0,20180127,20180217
5293,0,0,0,0,0,0,1,20180128,20180218
753,1,1,1,1,0,0,0,20180124,20180215
1766,0,1,1,1,1,0,0,20180124,20180216
750,0,0,0,0,0,1,0,20180127,20180217
1759,1,0,0,0,0,0,0,20180129,20180212
754,0,0,0,0,1,0,0,20180126,20180216
752,0,0,0,0,0,1,0,20180127,20180217
1790,1,1,1,1,1,0,0,20180124,20180216
751,0,0,0,0,0,0,1,20180128,20180218
1780,1,1,1,1,1,0,0,20180124,20180216
1786,1,1,1,1,1,0,0,20180124,20180216
1783,1,1,1,1,1,0,0,20180124,20180216
1785,0,0,0,0,0,1,0,20180127,20180217
1788,1,1,1,1,1,0,0,20180124,20180216
1792,1,1,1,1,1,0,0,20180124,20180216
1598,0,0,0,0,0,0,1,20180128,20180218
1659,0,0,0,0,0,1,0,20180127,20180217
1658,0,1,1,1,1,0,0,20180124,20180216
1600,0,0,0,0,0,1,0,20180127,20180217
1599,1,1,0,1,0,0,0,20180125,20180215
1596,0,0,1,0,0,0,0,20180124,20180214
1592,0,0,0,0,1,0,0,20180126,20180216
1666,1,1,1,1,1,0,0,20180124,20180216
1668,1,1,0,1,1,0,0,20180125,20180216
1667,1,1,1,1,0,0,0,20180124,20180215
1661,1,1,1,1,1,0,0,20180124,20180216
1664,0,1,1,1,1,1,0,20180124,20180217
1665,0,0,0,0,0,1,0,20180127,20180217
1663,1,1,1,1,0,0,0,20180124,20180215
1676,1,1,1,1,1,0,0,20180124,20180216
1675,0,0,0,0,0,1,0,20180127,20180217
1672,1,1,1,1,0,0,0,20180124,20180215
1673,0,1,1,1,1,0,0,20180124,20180216
1674,0,0,0,0,0,0,1,20180128,20180218
1660,1,1,1,1,1,0,0,20180124,20180216
1670,1,1,1,1,1,0,0,20180124,20180216
1594,0,0,0,0,0,1,0,20180127,20180217
747,0,1,1,1,1,1,0,20180124,20180217
1776,0,0,0,0,0,1,0,20180127,20180217
1779,0,0,0,0,0,1,0,20180127,20180217
1777,0,1,1,1,1,1,1,20180124,20180218
1778,1,1,1,1,1,1,0,20180124,20180217
5587,1,1,1,1,1,0,0,20180124,20180216
5588,0,1,1,1,1,1,0,20180124,20180217
5589,0,0,0,0,0,0,1,20180128,20180218
5593,0,0,0,0,0,1,0,20180127,20180217
5594,0,0,0,0,0,0,1,20180128,20180218
5590,1,0,0,0,0,0,0,20180129,20180212
5595,1,1,1,1,1,0,0,20180124,20180216
5596,1,1,1,1,0,0,0,20180124,20180215
5602,0,0,0,0,0,1,0,20180127,20180217
5599,1,0,0,0,0,0,0,20180129,20180212
5598,0,0,0,0,0,0,1,20180128,20180218
5597,0,1,1,1,1,1,0,20180124,20180217
5603,0,0,0,0,0,0,1,20180128,20180218
1299,0,1,1,1,1,1,0,20180124,20180217
1298,1,1,1,1,1,0,0,20180124,20180216
1297,1,1,1,1,1,0,0,20180124,20180216
1300,0,0,0,0,0,1,1,20180127,20180218
1303,0,0,0,0,0,1,0,20180127,20180217
1304,0,0,0,0,0,0,1,20180128,20180218
1301,1,0,0,0,0,0,1,20180128,20180218
1302,0,0,0,0,0,1,0,20180127,20180217
1306,1,1,1,1,1,0,0,20180124,20180216
1308,1,1,1,1,1,1,1,20180124,20180218
1309,0,0,0,0,0,1,0,20180127,20180217
1307,1,1,1,1,1,1,1,20180124,20180218
1305,1,1,1,1,1,0,0,20180124,20180216
624,0,0,0,0,0,1,0,20180127,20180217
623,0,0,0,1,0,0,0,20180125,20180215
622,1,1,1,0,1,0,0,20180124,20180216
648,1,1,1,1,1,0,0,20180124,20180216
649,1,1,1,1,1,0,0,20180124,20180216
651,1,1,1,1,1,0,0,20180124,20180216
647,1,1,1,1,1,0,0,20180124,20180216
644,0,0,0,1,0,0,0,20180125,20180215
645,0,0,0,1,0,0,0,20180125,20180215
658,1,1,1,0,1,0,0,20180124,20180216
654,1,1,1,1,1,0,0,20180124,20180216
659,1,1,1,0,1,0,0,20180124,20180216
655,1,1,1,1,1,0,0,20180124,20180216
653,1,1,1,0,1,0,0,20180124,20180216
3120,0,1,1,1,1,0,0,20180124,20180216
3126,1,1,1,1,1,1,0,20180124,20180217
3125,1,1,1,1,1,0,0,20180124,20180216
3124,1,0,0,0,0,0,0,20180129,20180212
3122,0,0,0,0,0,1,1,20180127,20180218
3121,0,0,0,0,0,1,0,20180127,20180217
3123,0,0,0,0,0,0,1,20180128,20180218
3111,0,0,0,0,0,1,0,20180127,20180217
3113,0,0,0,0,0,0,1,20180128,20180218
3112,0,0,0,0,0,1,1,20180127,20180218
3114,1,1,1,1,1,0,0,20180124,20180216
3107,1,1,1,1,1,0,0,20180124,20180216
3108,1,1,1,1,1,0,0,20180124,20180216
3105,0,0,0,0,0,0,1,20180128,20180218
3106,1,1,1,1,1,1,0,20180124,20180217
3109,0,0,0,0,0,1,0,20180127,20180217
3118,1,1,1,1,1,0,0,20180124,20180216
3117,1,1,1,1,1,1,0,20180124,20180217
3116,0,0,0,0,0,1,0,20180127,20180217
3130,1,1,1,1,1,0,0,20180124,20180216
3129,1,1,1,1,1,0,0,20180124,20180216
3128,1,1,1,1,1,1,1,20180124,20180218
3133,0,0,0,0,0,1,1,20180127,20180218
3134,0,0,0,0,0,1,1,20180127,20180218
3131,1,1,1,1,1,1,0,20180124,20180217
4788,1,1,1,1,0,0,0,20180124,20180215
4789,0,1,1,1,1,0,0,20180124,20180216
4860,1,1,1,1,1,0,0,20180124,20180216
4861,0,1,1,1,1,1,0,20180124,20180217
4856,1,1,1,1,1,0,0,20180124,20180216
4855,0,1,1,1,1,1,0,20180124,20180217
4857,0,0,0,0,0,1,0,20180127,20180217
6123,1,1,1,1,1,0,0,20180124,20180216
6122,1,0,0,0,0,0,1,20180128,20180218
6121,0,0,0,0,0,1,1,20180127,20180218
6120,0,0,0,0,0,1,1,20180127,20180218
6127,0,0,0,0,0,1,0,20180127,20180217
6128,0,0,0,0,0,0,1,20180128,20180218
6124,0,1,1,1,1,1,0,20180124,20180217
6135,1,1,1,1,1,0,0,20180124,20180216
6137,0,0,0,0,0,1,0,20180127,20180217
6138,0,0,0,0,0,1,1,20180127,20180218
6134,1,1,1,1,1,1,0,20180124,20180217
6131,1,1,1,1,1,1,1,20180124,20180218
6130,1,1,1,1,1,1,1,20180124,20180218
6133,1,1,1,1,1,0,0,20180124,20180216
6132,1,1,1,1,1,1,0,20180124,20180217
6129,0,0,0,0,0,0,1,20180128,20180218
3143,0,0,0,0,0,1,0,20180127,20180217
3144,0,0,0,0,0,0,1,20180128,20180218
3137,0,0,0,0,0,0,1,20180128,20180218
2961,0,0,0,0,0,1,0,20180127,20180217
3138,1,0,0,0,0,0,0,20180129,20180212
2964,0,0,0,0,0,0,1,20180128,20180218
3139,1,1,1,1,1,0,0,20180124,20180216
3140,0,1,1,1,1,1,0,20180124,20180217
3158,0,0,0,0,0,1,0,20180127,20180217
