,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name
14256,StopPoint:59:3716942,100100094:94,8316,LOUISON BOBET,CONCORDE,StopPoint:Node:2039746820,100100094:94,8316,Levallois - Louison Bobet,Concorde
14258,StopPoint:59:3716944,100100094:94,22721,LOUISON BOBET,HAVRE - HAUSSMANN,StopPoint:Node:977993869,100100094:94,22721,Levallois - Louison Bobet,Havre - Haussmann
14260,StopPoint:59:3765211,100100094:94,22714,LOUISON BOBET,VARENNE - RASPAIL,StopPoint:Node:1531182741,100100094:94,22714,Levallois - Louison Bobet,Varenne - Raspail
14262,StopPoint:59:3765218,100100094:94,36305,LOUISON BOBET,ASSEMBLEE NATIONALE,StopPoint:Node:2042462211,100100094:94,36305,Levallois - Louison Bobet,Assemblée Nationale
14264,StopPoint:59:3765219,100100094:94,28414,GARE MONTPARNASSE,ASSEMBLEE NATIONALE,StopPoint:Node:2075968950,100100094:94,28414,Gare Montparnasse,Assemblée Nationale
14265,StopPoint:59:3765433,100100094:94,28424,GARE MONTPARNASSE,VARENNE - RASPAIL,StopPoint:Node:1531182749,100100094:94,28424,Gare Montparnasse,Varenne - Raspail
14266,StopPoint:59:3765435,100100094:94,28425,GARE MONTPARNASSE,RUE DU BAC - RENE CHAR,StopPoint:Node:1511887055,100100094:94,28425,Gare Montparnasse,Rue du Bac - René Char
14267,StopPoint:59:3765436,100100094:94,34161,LOUISON BOBET,SOLFERINO - BELLECHASSE,StopPoint:Node:1529758429,100100094:94,34161,Levallois - Louison Bobet,Solférino - Bellechasse
14269,StopPoint:59:3765437,100100094:94,28570,GARE MONTPARNASSE,SOLFERINO - BELLECHASSE,StopPoint:Node:1529758423,100100094:94,28570,Gare Montparnasse,Solférino - Bellechasse
14270,StopPoint:59:3765443,100100094:94,8413,LOUISON BOBET,MADELEINE,StopPoint:Node:2043615174,100100094:94,8413,Levallois - Louison Bobet,Madeleine
14272,StopPoint:59:3765466,100100094:94,28415,GARE MONTPARNASSE,LILLE - UNIVERSITE,StopPoint:Node:2042462206,100100094:94,28415,Gare Montparnasse,Lille - Université
14273,StopPoint:59:3811235,100100094:94,36740,GARE MONTPARNASSE,MADELEINE,StopPoint:Node:830583602,100100094:94,36740,Gare Montparnasse,Madeleine
14274,StopPoint:59:3893419,100100094:94,34186,LOUISON BOBET,RUE DU BAC - RENE CHAR,StopPoint:Node:1529620551,100100094:94,34186,Levallois - Louison Bobet,Rue du Bac - René Char
14276,StopPoint:59:3893423,100100094:94,22716,LOUISON BOBET,SEVRES - BABYLONE,StopPoint:Node:993959777,100100094:94,22716,Levallois - Louison Bobet,Sèvres - Babylone
14279,StopPoint:59:4009616,100100094:94,39457,LOUISON BOBET,GARE MONTPARNASSE,StopPoint:Node:3527149990,100100094:94,39457,Levallois - Louison Bobet,Gare Montparnasse
14282,StopPoint:59:4009616,100100094:94,39457,GARE MONTPARNASSE,GARE MONTPARNASSE,StopPoint:Node:3527149990,100100094:94,39457,Gare Montparnasse,Gare Montparnasse
14284,StopPoint:59:4009623,100100094:94,22715,LOUISON BOBET,RENNES - RASPAIL,StopPoint:Node:1625841492,100100094:94,22715,Levallois - Louison Bobet,Rennes - Raspail
14286,StopPoint:59:4009624,100100094:94,26366,GARE MONTPARNASSE,RENNES - RASPAIL,StopPoint:Node:973577564,100100094:94,26366,Gare Montparnasse,Rennes - Raspail
14287,StopPoint:59:4009625,100100094:94,20125,LOUISON BOBET,RUE DU CHERCHE MIDI,StopPoint:Node:3247829816,100100094:94,20125,Levallois - Louison Bobet,Rue du Cherche-Midi
14289,StopPoint:59:4009643,100100094:94,29276,LOUISON BOBET,SAINT-AUGUSTIN,StopPoint:Node:827576216,100100094:94,29276,Levallois - Louison Bobet,Saint-Augustin
14290,StopPoint:59:4009645,100100094:94,25783,LOUISON BOBET,LISBONNE - MAIRIE DU 8E,StopPoint:Node:2042462308,100100094:94,25783,Levallois - Louison Bobet,Lisbonne - Mairie du 8e
14291,StopPoint:59:4009646,100100094:94,25778,GARE MONTPARNASSE,LISBONNE - MAIRIE DU 8E,StopPoint:Node:2042462309,100100094:94,25778,Gare Montparnasse,Lisbonne - Mairie du 8ème
14292,StopPoint:59:4009647,100100094:94,25781,LOUISON BOBET,MALESHERBES - COURCELLES,StopPoint:Node:2042462316,100100094:94,25781,Levallois - Louison Bobet,Malesherbes - Courcelles
14293,StopPoint:59:4009648,100100094:94,25779,GARE MONTPARNASSE,MALESHERBES - COURCELLES,StopPoint:Node:2042462315,100100094:94,25779,Gare Montparnasse,Malesherbes - Courcelles
14294,StopPoint:59:4009649,100100094:94,34185,LOUISON BOBET,PLACE DU GENERAL CATROUX,StopPoint:Node:2700086477,100100094:94,34185,Levallois - Louison Bobet,Place du Général Catroux
14295,StopPoint:59:4009651,100100094:94,34184,LOUISON BOBET,JOUFFROY - MALESHERBES,StopPoint:Node:5528847165,100100094:94,34184,Levallois - Louison Bobet,Jouffroy d'Abbans - Malesherbes
14296,StopPoint:59:4009652,100100094:94,25782,GARE MONTPARNASSE,JOUFFROY - MALESHERBES,StopPoint:Node:2042462340,100100094:94,25782,Gare Montparnasse,Jouffroy d'Abbans - Malesherbes
14297,StopPoint:59:4009653,100100094:94,34187,LOUISON BOBET,WAGRAM - PEREIRE,StopPoint:Node:2042462363,100100094:94,34187,Levallois - Louison Bobet,Wagram - Pereire
14298,StopPoint:59:4009654,100100094:94,40229,GARE MONTPARNASSE,WAGRAM - PEREIRE,StopPoint:Node:5537311495,100100094:94,40229,Gare Montparnasse,Wagram - Pereire
14299,StopPoint:59:4009655,100100094:94,9126,LOUISON BOBET,JULIETTE LAMBER,StopPoint:Node:5528847163,100100094:94,9126,Levallois - Louison Bobet,Juliette Lamber
14300,StopPoint:59:4009656,100100094:94,25780,GARE MONTPARNASSE,JULIETTE LAMBER,StopPoint:Node:5537311496,100100094:94,25780,Gare Montparnasse,Juliette Lamber
14301,StopPoint:59:4009659,100100094:94,22848,LOUISON BOBET,REIMS - HOTEL DES IMPOTS,StopPoint:Node:5528847159,100100094:94,22848,Levallois - Louison Bobet,Reims - Hôtel des Impots
14302,StopPoint:59:4009660,100100094:94,23680,LOUISON BOBET,CURNONSKY,StopPoint:Node:2190217510,100100094:94,23680,Levallois - Louison Bobet,Curnonsky
14304,StopPoint:59:4009661,100100094:94,23681,LOUISON BOBET,LOUISON BOBET,StopPoint:Node:5332968721,100100094:94,23681,Levallois - Louison Bobet,Louisson Bobet
14305,StopPoint:59:4009661,100100094:94,23681,GARE MONTPARNASSE,LOUISON BOBET,StopPoint:Node:5332968721,100100094:94,23681,Gare Montparnasse,Louisson Bobet
14307,StopPoint:59:4009666,100100094:94,39490,GARE MONTPARNASSE,SEVRES - BABYLONE,StopPoint:Node:786143398,100100094:94,39490,Gare Montparnasse,Sèvres - Babylone
14308,StopPoint:59:6217413,100100094:94,36546,GARE MONTPARNASSE,SAINT-AUGUSTIN,StopPoint:Node:977993896,100100094:94,36546,Gare Montparnasse,Saint-Augustin
14309,StopPoint:59:6217415,100100094:94,28984,GARE MONTPARNASSE,GARE SAINT-LAZARE,StopPoint:Node:817244408,100100094:94,28984,Gare Montparnasse,Gare Saint-Lazare
14310,StopPoint:59:6217417,100100094:94,39766,LOUISON BOBET,PASQUIER - ANJOU,StopPoint:Node:817304061,100100094:94,39766,Levallois - Louison Bobet,Pasquier - Anjou
14312,StopPoint:59:7305088,100100094:94,29279,GARE MONTPARNASSE,ALSACE,StopPoint:Node:2700046103,100100094:94,29279,Gare Montparnasse,Alsace
14313,StopPoint:59:7305090,100100094:94,28357,GARE MONTPARNASSE,PORTE D'ASNIERES,StopPoint:Node:5537311498,100100094:94,28357,Gare Montparnasse,Porte d'Asnières
14314,StopPoint:59:7305091,100100094:94,40034,LOUISON BOBET,PORTE D'ASNIERES,StopPoint:Node:5528847161,100100094:94,40034,Levallois - Louison Bobet,Porte d'Asnières
14315,StopPoint:59:3687414,100100095:95,22639,PORTE DE MONTMARTRE,RENNES - LITTRE,StopPoint:Node:2574759536,100100095:95,22639,Porte de Montmartre,Rennes - Littré
14316,StopPoint:59:3687415,100100095:95,22640,PORTE DE VANVES,RENNES - LITTRE,StopPoint:Node:260017423,100100095:95,22640,Porte de Vanves,Rennes - Littré
14317,StopPoint:59:3687416,100100095:95,37140,PORTE DE MONTMARTRE,RENNES - SAINT-PLACIDE,StopPoint:Node:5351500421,100100095:95,37140,Porte de Montmartre,Rennes - Saint-Placide
14318,StopPoint:59:3687417,100100095:95,22641,PORTE DE VANVES,RENNES - SAINT-PLACIDE,StopPoint:Node:973577560,100100095:95,22641,Porte de Vanves,Rennes - Saint-Placide
14319,StopPoint:59:3687418,100100095:95,22642,PORTE DE MONTMARTRE,RENNES - D'ASSAS,StopPoint:Node:973577566,100100095:95,22642,Porte de Montmartre,Rennes - D'Assas
14320,StopPoint:59:3687419,100100095:95,37139,PORTE DE VANVES,RENNES - D'ASSAS,StopPoint:Node:973577559,100100095:95,37139,Porte de Vanves,Rennes - D'Assas
14321,StopPoint:59:3687420,100100095:95,20123,PORTE DE MONTMARTRE,MICHEL DEBRE,StopPoint:Node:973577562,100100095:95,20123,Porte de Montmartre,Michel Debré
14322,StopPoint:59:3687473,100100095:95,22645,PORTE DE VANVES,PLACE DU 18 JUIN 1940 - RUE DE L'ARRIVEE,StopPoint:Node:2876905478,100100095:95,22645,Porte de Vanves,Place du 18 Juin 1940 - Rue de l'Arrivée
14323,StopPoint:59:3747811,100100095:95,22749,PORTE DE VANVES,HAVRE - HAUSSMANN,StopPoint:Node:974091394,100100095:95,22749,Porte de Vanves,Havre - Haussmann
14324,StopPoint:59:3747812,100100095:95,37524,PORTE DE MONTMARTRE,HAVRE - HAUSSMANN,StopPoint:Node:817304049,100100095:95,37524,Porte de Montmartre,Havre - Haussmann
14325,StopPoint:59:3747814,100100095:95,37115,PORTE DE MONTMARTRE,AUBER,StopPoint:Node:3829726785,100100095:95,37115,Porte de Montmartre,Auber
14326,StopPoint:59:3747818,100100095:95,29437,PORTE DE MONTMARTRE,OPERA - 4 SEPTEMBRE,StopPoint:Node:974091284,100100095:95,29437,Porte de Montmartre,Opéra - 4 Septembre
14327,StopPoint:59:3749915,100100095:95,39724,PORTE DE MONTMARTRE,GARE SAINT-LAZARE,StopPoint:Node:817830328,100100095:95,39724,Porte de Montmartre,Gare Saint-Lazare
14328,StopPoint:59:3749917,100100095:95,37141,PORTE DE MONTMARTRE,EUROPE,StopPoint:Node:818976816,100100095:95,37141,Porte de Montmartre,Europe - Simone Veil
14329,StopPoint:59:3749919,100100095:95,9105,PORTE DE MONTMARTRE,BUCAREST,StopPoint:Node:974091440,100100095:95,9105,Porte de Montmartre,Bucarest
14330,StopPoint:59:3749921,100100095:95,36554,PORTE DE MONTMARTRE,PLACE DE CLICHY,StopPoint:Node:819187332,100100095:95,36554,Porte de Montmartre,Place de Clichy
14331,StopPoint:59:3749936,100100095:95,35852,PORTE DE VANVES,PLACE DE CLICHY - CAULAINCOURT,StopPoint:Node:821879320,100100095:95,35852,Porte de Vanves,Place de Clichy - Caulaincourt
14332,StopPoint:59:3764453,100100095:95,27490,PORTE DE VANVES,ALLERAY,StopPoint:Node:973666603,100100095:95,27490,Porte de Vanves,Alleray
14333,StopPoint:59:3764800,100100095:95,20100,PORTE DE VANVES,OPERA,StopPoint:Node:974091353,100100095:95,20100,Porte de Vanves,Opéra
14334,StopPoint:59:3764802,100100095:95,28265,PORTE DE VANVES,OPERA - 4 SEPTEMBRE,StopPoint:Node:4878267624,100100095:95,28265,Porte de Vanves,Opéra - 4 Septembre
14335,StopPoint:59:3764805,100100095:95,28266,PORTE DE MONTMARTRE,PYRAMIDES,StopPoint:Node:4878252722,100100095:95,28266,Porte de Montmartre,Pyramides
14336,StopPoint:59:3764965,100100095:95,28238,PORTE DE MONTMARTRE,ARMORIQUE - MUSEE POSTAL,StopPoint:Node:966236473,100100095:95,28238,Porte de Montmartre,Armorique – Musée Postal
14337,StopPoint:59:3764967,100100095:95,37380,PORTE DE MONTMARTRE,PLACE DU 18 JUIN 1940,StopPoint:Node:765989532,100100095:95,37380,Porte de Montmartre,Place du 18 Juin 1940
14338,StopPoint:59:3807577,100100095:95,36739,PORTE DE MONTMARTRE,PALAIS ROYAL - COMEDIE FRANCAISE,StopPoint:Node:973872832,100100095:95,36739,Porte de Montmartre,Palais Royal - Comédie Française
14339,StopPoint:59:3807578,100100095:95,28264,PORTE DE VANVES,MUSEE DU LOUVRE,StopPoint:Node:973872840,100100095:95,28264,Porte de Vanves,Musée du Louvre
14340,StopPoint:59:3807579,100100095:95,26180,PORTE DE MONTMARTRE,MUSEE DU LOUVRE,StopPoint:Node:973872838,100100095:95,26180,Porte de Montmartre,Musée du Louvre
14341,StopPoint:59:3807580,100100095:95,34167,PORTE DE VANVES,PONT DU CARROUSEL - QUAI VOLTAIRE,StopPoint:Node:973785559,100100095:95,34167,Porte de Vanves,Pont du Carrousel - Quai Voltaire
14342,StopPoint:59:3807582,100100095:95,37143,PORTE DE VANVES,SAINT-GERMAIN-DES-PRES,StopPoint:Node:778362432,100100095:95,37143,Porte de Vanves,Saint-Germain des Prés
14343,StopPoint:59:3807583,100100095:95,22748,PORTE DE MONTMARTRE,SAINT-GERMAIN-DES-PRES,StopPoint:Node:973785567,100100095:95,22748,Porte de Montmartre,Saint-Germain-des-Prés
14344,StopPoint:59:3807623,100100095:95,9103,PORTE DE MONTMARTRE,JACOB,StopPoint:Node:973785562,100100095:95,9103,Porte de Montmartre,Jacob
14345,StopPoint:59:3887790,100100095:95,27492,PORTE DE VANVES,BRANCION - VOUILLE,StopPoint:Node:973666617,100100095:95,27492,Porte de Vanves,Brancion - Vouillé
14346,StopPoint:59:3893347,100100095:95,27071,PORTE DE VANVES,PALAIS ROYAL - COMEDIE FRANCAISE,StopPoint:Node:973872837,100100095:95,27071,Porte de Vanves,Palais Royal - Comédie Française
14347,StopPoint:59:3893398,100100095:95,26186,PORTE DE MONTMARTRE,PONT DU CARROUSEL - QUAI VOLTAIRE,StopPoint:Node:973785564,100100095:95,26186,Porte de Montmartre,Pont du Carrousel - Quai Voltaire
14348,StopPoint:59:3926174,100100095:95,460490,PORTE DE MONTMARTRE,PORTE DE VANVES,StopPoint:Node:968748881,100100095:95,460490,Porte de Montmartre,Porte de Vanves
14349,StopPoint:59:3926174,100100095:95,460490,PORTE DE MONTMARTRE,PORTE DE VANVES,StopPoint:Node:968748881,100100095:95,460490,Porte de Vanves,Porte de Vanves
14350,StopPoint:59:3926174,100100095:95,460490,PORTE DE VANVES,PORTE DE VANVES,StopPoint:Node:968748881,100100095:95,460490,Porte de Montmartre,Porte de Vanves
14351,StopPoint:59:3926174,100100095:95,460490,PORTE DE VANVES,PORTE DE VANVES,StopPoint:Node:968748881,100100095:95,460490,Porte de Vanves,Porte de Vanves
14352,StopPoint:59:3926176,100100095:95,460489,PORTE DE MONTMARTRE,PORTE DE VANVES.,StopPoint:Node:571720053,100100095:95,460489,Porte de Montmartre,Porte de Vanves
14353,StopPoint:59:3926177,100100095:95,22248,PORTE DE MONTMARTRE,CHAUVELOT,StopPoint:Node:973766379,100100095:95,22248,Porte de Montmartre,Chauvelot
14354,StopPoint:59:3926178,100100095:95,24884,PORTE DE MONTMARTRE,MORILLONS,StopPoint:Node:973766389,100100095:95,24884,Porte de Montmartre,Morillons
14355,StopPoint:59:3926179,100100095:95,36914,PORTE DE MONTMARTRE,LABROUSTE - VOUILLE,StopPoint:Node:322689223,100100095:95,36914,Porte de Montmartre,Labrouste - Vouillé
14356,StopPoint:59:3926180,100100095:95,28263,PORTE DE MONTMARTRE,FALGUIERE,StopPoint:Node:597748310,100100095:95,28263,Porte de Montmartre,Falguière
14357,StopPoint:59:3926181,100100095:95,28267,PORTE DE MONTMARTRE,INSTITUT PASTEUR,StopPoint:Node:966236472,100100095:95,28267,Porte de Montmartre,Institut Pasteur
14358,StopPoint:59:3926182,100100095:95,22249,PORTE DE VANVES,INSTITUT PASTEUR,StopPoint:Node:973666638,100100095:95,22249,Porte de Vanves,Institut Pasteur
14359,StopPoint:59:3926185,100100095:95,39458,PORTE DE VANVES,ARMORIQUE - MUSEE POSTAL,StopPoint:Node:968070128,100100095:95,39458,Porte de Vanves,Armorique–Musée Postal
14360,StopPoint:59:3926186,100100095:95,39726,PORTE DE MONTMARTRE,GARE MONTPARNASSE,StopPoint:Node:968070127,100100095:95,39726,Porte de Montmartre,Gare Montparnasse
14361,StopPoint:59:3926196,100100095:95,37142,PORTE DE VANVES,MICHEL DEBRE,StopPoint:Node:973577568,100100095:95,37142,Porte de Vanves,Michel Debré
14362,StopPoint:59:3926206,100100095:95,27211,PORTE DE VANVES,PYRAMIDES,StopPoint:Node:974091494,100100095:95,27211,Porte de Vanves,Pyramides
14363,StopPoint:59:3926210,100100095:95,22245,PORTE DE MONTMARTRE,OPERA,StopPoint:Node:688074964,100100095:95,22245,Porte de Montmartre,Opéra
14364,StopPoint:59:3926217,100100095:95,22739,PORTE DE VANVES,GARE SAINT-LAZARE,StopPoint:Node:977993864,100100095:95,22739,Porte de Vanves,Gare Saint-Lazare
14365,StopPoint:59:3926221,100100095:95,9106,PORTE DE VANVES,PLACE DE CLICHY,StopPoint:Node:819187329,100100095:95,9106,Porte de Vanves,Place de Clichy
14366,StopPoint:59:3926222,100100095:95,22750,PORTE DE MONTMARTRE,CLICHY - CAULAINCOURT,StopPoint:Node:974091425,100100095:95,22750,Porte de Montmartre,Clichy - Caulaincourt
14367,StopPoint:59:3926223,100100095:95,22751,PORTE DE MONTMARTRE,DAMREMONT - CAULAINCOURT,StopPoint:Node:974091401,100100095:95,22751,Porte de Montmartre,Damrémont - Caulaincourt
14368,StopPoint:59:3926224,100100095:95,24862,PORTE DE VANVES,DAMREMONT - CAULAINCOURT,StopPoint:Node:844531902,100100095:95,24862,Porte de Vanves,Damrémont - Caulaincourt
14369,StopPoint:59:3926225,100100095:95,24888,PORTE DE MONTMARTRE,PLACE JACQUES FROMENT,StopPoint:Node:974091370,100100095:95,24888,Porte de Montmartre,Place Jacques Froment
14370,StopPoint:59:3926226,100100095:95,24890,PORTE DE VANVES,PLACE JACQUES FROMENT,StopPoint:Node:974091483,100100095:95,24890,Porte de Vanves,Place Jacques Froment
14371,StopPoint:59:3926227,100100095:95,24886,PORTE DE MONTMARTRE,DAMREMONT - LAMARCK,StopPoint:Node:974091358,100100095:95,24886,Porte de Montmartre,Damrémont - Lamarck
14372,StopPoint:59:3926228,100100095:95,22752,PORTE DE MONTMARTRE,DAMREMONT - MARCADET,StopPoint:Node:974091266,100100095:95,22752,Porte de Montmartre,Damrémont - Marcadet
14373,StopPoint:59:3926229,100100095:95,24889,PORTE DE VANVES,DAMREMONT - MARCADET,StopPoint:Node:974091280,100100095:95,24889,Porte de Vanves,Damrémont - Marcadet
14374,StopPoint:59:3926230,100100095:95,29283,PORTE DE MONTMARTRE,DAMREMONT - ORDENER,StopPoint:Node:974091335,100100095:95,29283,Porte de Montmartre,Damrémont - Ordener
14375,StopPoint:59:3926231,100100095:95,24887,PORTE DE VANVES,DAMREMONT - ORDENER,StopPoint:Node:974091390,100100095:95,24887,Porte de Vanves,Damrémont - Ordener
14376,StopPoint:59:3926232,100100095:95,29282,PORTE DE MONTMARTRE,DAMREMONT - CHAMPIONNET,StopPoint:Node:974091292,100100095:95,29282,Porte de Montmartre,Damrémont - Championnet
14377,StopPoint:59:3926233,100100095:95,40777,PORTE DE VANVES,DAMREMONT - CHAMPIONNET,StopPoint:Node:974091355,100100095:95,40777,Porte de Vanves,Damrémont - Championnet
14378,StopPoint:59:3926234,100100095:95,27485,PORTE DE MONTMARTRE,POTEAU - BELLIARD,StopPoint:Node:974091319,100100095:95,27485,Porte de Montmartre,Poteau - Belliard
14379,StopPoint:59:3926235,100100095:95,27481,PORTE DE VANVES,POTEAU - BELLIARD,StopPoint:Node:974091288,100100095:95,27481,Porte de Vanves,Poteau - Belliard
14380,StopPoint:59:3926236,100100095:95,27025,PORTE DE MONTMARTRE,PORTE DE MONTMARTRE - BOULEVARD NEY,StopPoint:Node:974091305,100100095:95,27025,Porte de Montmartre,Porte de Montmartre - Boulevard Ney
14381,StopPoint:59:3926237,100100095:95,22753,PORTE DE VANVES,PORTE DE MONTMARTRE - BOULEVARD NEY,StopPoint:Node:974091499,100100095:95,22753,Porte de Vanves,Porte de Montmartre - Boulevard Ney
14382,StopPoint:59:3926238,100100095:95,22247,PORTE DE MONTMARTRE,PORTE DE MONTMARTRE,StopPoint:Node:2494555644,100100095:95,22247,Porte de Montmartre,Porte de Montmartre
14383,StopPoint:59:3926239,100100095:95,39725,PORTE DE VANVES,PORTE DE MONTMARTRE,StopPoint:Node:2494555641,100100095:95,39725,Porte de Vanves,Porte de Montmartre
14384,StopPoint:59:3926239,100100095:95,39725,PORTE DE VANVES,PORTE DE MONTMARTRE,StopPoint:Node:974091307,100100095:95,39725,Porte de Vanves,René Binet
14385,StopPoint:59:3926247,100100095:95,22754,PORTE DE VANVES,PASTEUR - DOCTEUR ROUX,StopPoint:Node:973666623,100100095:95,22754,Porte de Vanves,Pasteur – Docteur Roux
14386,StopPoint:59:3926248,100100095:95,27491,PORTE DE VANVES,PROCESSION,StopPoint:Node:973666575,100100095:95,27491,Porte de Vanves,Procession
14387,StopPoint:59:3926251,100100095:95,23331,PORTE DE VANVES,MORILLONS - BRANCION,StopPoint:Node:973666642,100100095:95,23331,Porte de Vanves,Morillons - Brancion
14388,StopPoint:59:3926252,100100095:95,23332,PORTE DE VANVES,BRANCION,StopPoint:Node:973666627,100100095:95,23332,Porte de Vanves,Brancion
14389,StopPoint:59:3926253,100100095:95,39820,PORTE DE VANVES,BARTHOLOME,StopPoint:Node:973666597,100100095:95,39820,Porte de Vanves,Bartholomé
14390,StopPoint:59:4016333,100100095:95,36556,PORTE DE MONTMARTRE,PETITS CHAMPS - DANIELLE CASANOVA,StopPoint:Node:2042622874,100100095:95,36556,Porte de Montmartre,Petits Champs - Danielle Casanova
14391,StopPoint:59:4016357,100100095:95,29793,PORTE DE VANVES,LIEGE,StopPoint:Node:5664751537,100100095:95,29793,Porte de Vanves,Liège
14392,StopPoint:59:4016358,100100095:95,35851,PORTE DE VANVES,GARE SAINT-LAZARE - BUDAPEST,StopPoint:Node:819102097,100100095:95,35851,Porte de Vanves,Gare Saint-Lazare - Budapest
14393,StopPoint:59:4016361,100100095:95,9118,PORTE DE VANVES,AUBER,StopPoint:Node:974091281,100100095:95,9118,Porte de Vanves,Auber
14394,StopPoint:59:5121993,100100095:95,8177,PORTE DE VANVES,PONT DE LA VALLEE,StopPoint:Node:2042461973,100100095:95,8177,Porte de Vanves,Pont de la Vallée
14395,StopPoint:59:6591464,100100095:95,8444,PORTE DE VANVES,JACOB,StopPoint:Node:973785558,100100095:95,8444,Porte de Vanves,Jacob
14396,StopPoint:59:6591515,100100095:95,22747,PORTE DE MONTMARTRE,PASTEUR - FALGUIERE,StopPoint:Node:966236471,100100095:95,22747,Porte de Montmartre,Pasteur – Falguière
14398,StopPoint:59:3673609,100100096:96,26368,GARE MONTPARNASSE,SAINT-FARGEAU,StopPoint:Node:2042462252,100100096:96,26368,Gare Montparnasse,Saint-Fargeau
14399,StopPoint:59:3673610,100100096:96,20004,PORTE DES LILAS,PISCINE DES TOURELLES,StopPoint:Node:2042462285,100100096:96,20004,Porte des Lilas,Piscine des Tourelles
14401,StopPoint:59:3673611,100100096:96,26367,GARE MONTPARNASSE,PISCINE DES TOURELLES,StopPoint:Node:2206746846,100100096:96,26367,Gare Montparnasse,Piscine des Tourelles
14402,StopPoint:59:3673612,100100096:96,26369,PORTE DES LILAS,PORTE DES LILAS-METRO,StopPoint:Node:2206747216,100100096:96,26369,Porte des Lilas,Porte des Lilas - Métro
14404,StopPoint:59:3673613,100100096:96,26370,GARE MONTPARNASSE,PORTE DES LILAS-METRO,StopPoint:Node:1990726633,100100096:96,26370,Gare Montparnasse,Porte des Lilas - Métro
14406,StopPoint:59:3687082,100100096:96,424219,GARE MONTPARNASSE,SAINT-PAUL,StopPoint:Node:2393618848,100100096:96,424219,Gare Montparnasse,Saint-Paul
14407,StopPoint:59:3687083,100100096:96,26175,PORTE DES LILAS,SAINT-PAUL,StopPoint:Node:2880767499,100100096:96,26175,Porte des Lilas,Saint-Paul
14409,StopPoint:59:3687084,100100096:96,36948,GARE MONTPARNASSE,RUE VIEILLE DU TEMPLE - MAIRIE DU 4E,StopPoint:Node:699193856,100100096:96,36948,Gare Montparnasse,Rue Vieille du Temple - Mairie du 4ème
14410,StopPoint:59:3687086,100100096:96,422525,PORTE DES LILAS,HOTEL DE VILLE,StopPoint:Node:2079103342,100100096:96,422525,Porte des Lilas,Hôtel de Ville
14411,StopPoint:59:3687088,100100096:96,422537,PORTE DES LILAS,CHATELET,StopPoint:Node:2079093343,100100096:96,422537,Porte des Lilas,Châtelet
14412,StopPoint:59:3687122,100100096:96,37546,PORTE DES LILAS,RUE DE JOUY,StopPoint:Node:4866915421,100100096:96,37546,Porte des Lilas,Rue de Jouy
14413,StopPoint:59:3687245,100100096:96,26305,PORTE DES LILAS,EGLISE SAINT-GERVAIS,StopPoint:Node:2079111812,100100096:96,26305,Porte des Lilas,Église Saint-Gervais
14414,StopPoint:59:3687413,100100096:96,37566,PORTE DES LILAS,PLACE DU 18 JUIN 1940,StopPoint:Node:2069903772,100100096:96,37566,Porte des Lilas,Place du 18 Juin 1940
14415,StopPoint:59:3687414,100100096:96,22639,PORTE DES LILAS,RENNES - LITTRE,StopPoint:Node:2574759536,100100096:96,22639,Porte des Lilas,Rennes - Littré
14416,StopPoint:59:3687415,100100096:96,22640,GARE MONTPARNASSE,RENNES - LITTRE,StopPoint:Node:260017423,100100096:96,22640,Gare Montparnasse,Rennes - Littré
14417,StopPoint:59:3687416,100100096:96,37140,PORTE DES LILAS,RENNES - SAINT-PLACIDE,StopPoint:Node:5351500421,100100096:96,37140,Porte des Lilas,Rennes - Saint-Placide
14418,StopPoint:59:3687417,100100096:96,22641,GARE MONTPARNASSE,RENNES - SAINT-PLACIDE,StopPoint:Node:973577560,100100096:96,22641,Gare Montparnasse,Rennes - Saint-Placide
14419,StopPoint:59:3687418,100100096:96,22642,PORTE DES LILAS,RENNES - D'ASSAS,StopPoint:Node:973577566,100100096:96,22642,Porte des Lilas,Rennes - D'Assas
14420,StopPoint:59:3687419,100100096:96,37139,GARE MONTPARNASSE,RENNES - D'ASSAS,StopPoint:Node:973577559,100100096:96,37139,Gare Montparnasse,Rennes - D'Assas
14421,StopPoint:59:3687420,100100096:96,20123,PORTE DES LILAS,MICHEL DEBRE,StopPoint:Node:973577562,100100096:96,20123,Porte des Lilas,Michel Debré
14422,StopPoint:59:3687421,100100096:96,37577,GARE MONTPARNASSE,MICHEL DEBRE,StopPoint:Node:973577568,100100096:96,37577,Gare Montparnasse,Michel Debré
14423,StopPoint:59:3687422,100100096:96,28529,PORTE DES LILAS,BONAPARTE - SAINT-GERMAIN,StopPoint:Node:973577561,100100096:96,28529,Porte des Lilas,Bonaparte - Saint-Germain
14424,StopPoint:59:3687423,100100096:96,28423,PORTE DES LILAS,SEINE - BUCI,StopPoint:Node:2078035939,100100096:96,28423,Porte des Lilas,Seine - Buci
14425,StopPoint:59:3687424,100100096:96,37582,PORTE DES LILAS,SAINT-GERMAIN - ODEON,StopPoint:Node:1692424983,100100096:96,37582,Porte des Lilas,Saint-Germain - Odéon
